Stage	Sex	Year of Diagnosis	Age Group	Age-Adjusted Rate	Count	Population	Std Pop
1	Male	2000	0	0.0	0	575919	3794901
1	Female	2000	0	0.0	0	548034	3794901
1	Male	2000	1	0.0	0	2298193	15191619
1	Female	2000	1	0.0	0	2195452	15191619
1	Male	2000	2	0.0	0	3080921	19919840
1	Female	2000	2	0.0	0	2933841	19919840
1	Male	2000	3	0.0	0	3025979	20056779
1	Female	2000	3	0.0	0	2880388	20056779
1	Male	2000	4	0.1	3	2933994	19819518
1	Female	2000	4	0.0	0	2752065	19819518
1	Male	2000	5	0.2	6	2799544	18257225
1	Female	2000	5	0.2	4	2633100	18257225
1	Male	2000	6	0.6	17	2862625	17722067
1	Female	2000	6	0.6	16	2761158	17722067
1	Male	2000	7	1.3	41	3045979	19511370
1	Female	2000	7	1.5	43	2964683	19511370
1	Male	2000	8	2.8	90	3246492	22179956
1	Female	2000	8	2.4	76	3226380	22179956
1	Male	2000	9	4.9	155	3143783	22479229
1	Female	2000	9	4.8	152	3173885	22479229
1	Male	2000	10	11.7	322	2756927	19805793
1	Female	2000	10	9.2	261	2843695	19805793
1	Male	2000	11	23.6	564	2390689	17224359
1	Female	2000	11	18.3	457	2496861	17224359
1	Male	2000	12	39.0	689	1766119	13307234
1	Female	2000	12	25.0	469	1876056	13307234
1	Male	2000	13	65.8	889	1350089	10654272
1	Female	2000	13	40.1	596	1485874	10654272
1	Male	2000	14	99.9	1121	1122586	9409940
1	Female	2000	14	65.4	861	1315536	9409940
1	Male	2000	15	122.5	1210	987830	8725574
1	Female	2000	15	82.4	1040	1262258	8725574
1	Male	2000	16	168.8	1330	787725	7414559
1	Female	2000	16	115.7	1302	1125138	7414559
1	Male	2000	17	189.0	905	478789	4900234
1	Female	2000	17	133.4	1057	792310	4900234
1	Male	2000	18	192.0	615	320392	4259173
1	Female	2000	18	138.8	1049	755524	4259173
1	Male	2001	0	0.0	0	599904	3794901
1	Female	2001	0	0.0	0	573225	3794901
1	Male	2001	1	0.0	0	2282027	15191619
1	Female	2001	1	0.0	0	2179050	15191619
1	Male	2001	2	0.0	0	3032266	19919840
1	Female	2001	2	0.0	0	2889200	19919840
1	Male	2001	3	0.0	0	3093951	20056779
1	Female	2001	3	0.0	1	2945487	20056779
1	Male	2001	4	0.1	2	2961407	19819518
1	Female	2001	4	0.0	0	2763336	19819518
1	Male	2001	5	0.2	5	2897135	18257225
1	Female	2001	5	0.4	10	2728766	18257225
1	Male	2001	6	0.5	15	2804821	17722067
1	Female	2001	6	0.6	16	2705390	17722067
1	Male	2001	7	1.4	42	3065063	19511370
1	Female	2001	7	1.1	32	2988624	19511370
1	Male	2001	8	2.6	83	3204342	22179956
1	Female	2001	8	2.2	70	3177357	22179956
1	Male	2001	9	5.0	159	3189745	22479229
1	Female	2001	9	4.9	157	3216684	22479229
1	Male	2001	10	11.1	314	2829602	19805793
1	Female	2001	10	8.9	260	2912119	19805793
1	Male	2001	11	24.0	601	2506606	17224359
1	Female	2001	11	18.3	479	2619352	17224359
1	Male	2001	12	39.1	715	1827690	13307234
1	Female	2001	12	26.9	523	1942931	13307234
1	Male	2001	13	65.7	912	1389105	10654272
1	Female	2001	13	39.9	608	1524996	10654272
1	Male	2001	14	98.4	1111	1129524	9409940
1	Female	2001	14	64.4	850	1318960	9409940
1	Male	2001	15	129.0	1277	989757	8725574
1	Female	2001	15	84.7	1060	1251372	8725574
1	Male	2001	16	166.9	1319	790247	7414559
1	Female	2001	16	113.6	1278	1125309	7414559
1	Male	2001	17	179.2	897	500490	4900234
1	Female	2001	17	123.5	1010	818123	4900234
1	Male	2001	18	209.6	689	328783	4259173
1	Female	2001	18	136.5	1044	765071	4259173
1	Male	2002	0	0.0	0	589710	3794901
1	Female	2002	0	0.0	0	565467	3794901
1	Male	2002	1	0.0	0	2302459	15191619
1	Female	2002	1	0.0	0	2198741	15191619
1	Male	2002	2	0.0	1	2978638	19919840
1	Female	2002	2	0.0	0	2838476	19919840
1	Male	2002	3	0.0	0	3150143	20056779
1	Female	2002	3	0.0	1	3000772	20056779
1	Male	2002	4	0.1	2	2984818	19819518
1	Female	2002	4	0.1	3	2786093	19819518
1	Male	2002	5	0.2	5	2965505	18257225
1	Female	2002	5	0.1	4	2796999	18257225
1	Male	2002	6	0.5	13	2781653	17722067
1	Female	2002	6	0.5	13	2690291	17722067
1	Male	2002	7	1.4	42	3059136	19511370
1	Female	2002	7	1.5	44	2988227	19511370
1	Male	2002	8	3.0	93	3140557	22179956
1	Female	2002	8	2.4	75	3120622	22179956
1	Male	2002	9	5.2	166	3207480	22479229
1	Female	2002	9	5.0	161	3231673	22479229
1	Male	2002	10	10.0	290	2911473	19805793
1	Female	2002	10	9.5	283	2992091	19805793
1	Male	2002	11	25.3	637	2513170	17224359
1	Female	2002	11	19.9	523	2627578	17224359
1	Male	2002	12	41.0	814	1985879	13307234
1	Female	2002	12	25.9	545	2108282	13307234
1	Male	2002	13	61.7	891	1444771	10654272
1	Female	2002	13	39.3	622	1582611	10654272
1	Male	2002	14	93.6	1069	1142257	9409940
1	Female	2002	14	61.3	814	1328517	9409940
1	Male	2002	15	127.6	1259	986920	8725574
1	Female	2002	15	84.2	1041	1237007	8725574
1	Male	2002	16	157.9	1250	791847	7414559
1	Female	2002	16	112.4	1262	1122423	7414559
1	Male	2002	17	176.2	919	521554	4900234
1	Female	2002	17	134.8	1137	843176	4900234
1	Male	2002	18	184.3	623	338078	4259173
1	Female	2002	18	139.8	1083	774881	4259173
1	Male	2003	0	0.0	0	597416	3794901
1	Female	2003	0	0.0	0	569937	3794901
1	Male	2003	1	0.0	0	2320222	15191619
1	Female	2003	1	0.0	0	2218709	15191619
1	Male	2003	2	0.0	0	2928348	19919840
1	Female	2003	2	0.0	0	2794680	19919840
1	Male	2003	3	0.0	0	3185783	20056779
1	Female	2003	3	0.0	1	3033117	20056779
1	Male	2003	4	0.0	1	3013055	19819518
1	Female	2003	4	0.1	4	2823788	19819518
1	Male	2003	5	0.3	9	2999362	18257225
1	Female	2003	5	0.4	10	2843890	18257225
1	Male	2003	6	0.6	17	2782231	17722067
1	Female	2003	6	0.6	15	2704633	17722067
1	Male	2003	7	1.2	36	3018949	19511370
1	Female	2003	7	1.3	38	2964921	19511370
1	Male	2003	8	3.2	100	3079866	22179956
1	Female	2003	8	2.3	71	3065864	22179956
1	Male	2003	9	4.7	152	3211591	22479229
1	Female	2003	9	4.7	154	3242689	22479229
1	Male	2003	10	10.4	311	2982780	19805793
1	Female	2003	10	8.9	272	3057376	19805793
1	Male	2003	11	26.7	684	2561004	17224359
1	Female	2003	11	18.1	485	2679682	17224359
1	Male	2003	12	38.1	791	2077558	13307234
1	Female	2003	12	26.8	591	2206031	13307234
1	Male	2003	13	59.7	913	1528167	10654272
1	Female	2003	13	39.1	653	1670693	10654272
1	Male	2003	14	91.9	1075	1169972	9409940
1	Female	2003	14	60.6	820	1354029	9409940
1	Male	2003	15	122.0	1199	982763	8725574
1	Female	2003	15	77.8	953	1224180	8725574
1	Male	2003	16	153.0	1217	795261	7414559
1	Female	2003	16	107.6	1204	1118748	7414559
1	Male	2003	17	175.7	943	536639	4900234
1	Female	2003	17	128.1	1103	861296	4900234
1	Male	2003	18	181.9	640	351832	4259173
1	Female	2003	18	133.3	1054	790792	4259173
1	Male	2004	0	0.2	1	598427	3794901
1	Female	2004	0	0.0	0	574259	3794901
1	Male	2004	1	0.0	0	2343022	15191619
1	Female	2004	1	0.0	0	2240463	15191619
1	Male	2004	2	0.0	0	2886210	19919840
1	Female	2004	2	0.0	0	2757693	19919840
1	Male	2004	3	0.1	2	3192788	20056779
1	Female	2004	3	0.0	0	3038566	20056779
1	Male	2004	4	0.1	4	3062053	19819518
1	Female	2004	4	0.1	3	2874577	19819518
1	Male	2004	5	0.3	8	3042914	18257225
1	Female	2004	5	0.6	17	2866267	18257225
1	Male	2004	6	0.7	19	2824098	17722067
1	Female	2004	6	0.5	15	2748987	17722067
1	Male	2004	7	1.2	35	2967704	19511370
1	Female	2004	7	1.4	41	2916991	19511370
1	Male	2004	8	2.3	71	3034156	22179956
1	Female	2004	8	2.6	78	3015731	22179956
1	Male	2004	9	4.6	149	3223156	22479229
1	Female	2004	9	4.4	143	3253984	22479229
1	Male	2004	10	11.1	336	3030315	19805793
1	Female	2004	10	9.3	289	3101419	19805793
1	Male	2004	11	25.3	665	2625180	17224359
1	Female	2004	11	21.7	594	2742842	17224359
1	Male	2004	12	36.8	802	2178589	13307234
1	Female	2004	12	25.0	580	2315943	13307234
1	Male	2004	13	58.2	927	1592002	10654272
1	Female	2004	13	35.9	624	1740347	10654272
1	Male	2004	14	86.7	1042	1201227	9409940
1	Female	2004	14	59.9	828	1381841	9409940
1	Male	2004	15	114.5	1119	976963	8725574
1	Female	2004	15	77.0	933	1212040	8725574
1	Male	2004	16	150.7	1195	793179	7414559
1	Female	2004	16	102.0	1127	1104912	7414559
1	Male	2004	17	164.5	908	551878	4900234
1	Female	2004	17	130.5	1149	880359	4900234
1	Male	2004	18	174.7	634	362894	4259173
1	Female	2004	18	119.1	955	801609	4259173
1	Male	2005	0	0.0	0	581022	3794901
1	Female	2005	0	0.0	0	555029	3794901
1	Male	2005	1	0.0	0	2291523	15191619
1	Female	2005	1	0.0	0	2195086	15191619
1	Male	2005	2	0.0	0	2776935	19919840
1	Female	2005	2	0.0	0	2652390	19919840
1	Male	2005	3	0.0	0	3077005	20056779
1	Female	2005	3	0.0	1	2930377	20056779
1	Male	2005	4	0.1	4	3037439	19819518
1	Female	2005	4	0.2	5	2851892	19819518
1	Male	2005	5	0.2	5	2966425	18257225
1	Female	2005	5	0.2	6	2770261	18257225
1	Male	2005	6	0.7	20	2795697	17722067
1	Female	2005	6	0.6	17	2732159	17722067
1	Male	2005	7	1.1	31	2817762	19511370
1	Female	2005	7	1.5	41	2773631	19511370
1	Male	2005	8	2.7	79	2950087	22179956
1	Female	2005	8	2.6	76	2933283	22179956
1	Male	2005	9	5.7	178	3111393	22479229
1	Female	2005	9	5.4	170	3137646	22479229
1	Male	2005	10	10.3	308	2996181	19805793
1	Female	2005	10	9.1	280	3060955	19805793
1	Male	2005	11	26.9	704	2616692	17224359
1	Female	2005	11	21.1	576	2727068	17224359
1	Male	2005	12	37.7	840	2230717	13307234
1	Female	2005	12	27.4	649	2370116	13307234
1	Male	2005	13	57.7	924	1602648	10654272
1	Female	2005	13	38.9	680	1748116	10654272
1	Male	2005	14	85.1	1016	1194275	9409940
1	Female	2005	14	54.6	747	1367622	9409940
1	Male	2005	15	114.0	1085	951777	8725574
1	Female	2005	15	78.8	925	1173159	8725574
1	Male	2005	16	141.9	1102	776760	7414559
1	Female	2005	16	98.7	1051	1065371	7414559
1	Male	2005	17	170.1	932	547960	4900234
1	Female	2005	17	115.5	1002	867643	4900234
1	Male	2005	18	161.5	603	373391	4259173
1	Female	2005	18	129.9	1048	806910	4259173
1	Male	2006	0	0.0	0	593708	3794901
1	Female	2006	0	0.0	0	567144	3794901
1	Male	2006	1	0.0	0	2341286	15191619
1	Female	2006	1	0.0	0	2242688	15191619
1	Male	2006	2	0.0	0	2849398	19919840
1	Female	2006	2	0.0	0	2723493	19919840
1	Male	2006	3	0.0	0	3116501	20056779
1	Female	2006	3	0.0	1	2970163	20056779
1	Male	2006	4	0.1	2	3169678	19819518
1	Female	2006	4	0.1	3	2984788	19819518
1	Male	2006	5	0.2	5	3050266	18257225
1	Female	2006	5	0.5	13	2840625	18257225
1	Male	2006	6	0.6	19	2939151	17722067
1	Female	2006	6	0.5	13	2879323	17722067
1	Male	2006	7	1.5	43	2810860	19511370
1	Female	2006	7	1.3	36	2769626	19511370
1	Male	2006	8	2.4	72	3025622	22179956
1	Female	2006	8	2.2	67	3018805	22179956
1	Male	2006	9	6.4	201	3137662	22479229
1	Female	2006	9	5.5	173	3160163	22479229
1	Male	2006	10	11.6	360	3110827	19805793
1	Female	2006	10	9.2	293	3174866	19805793
1	Male	2006	11	25.5	704	2755714	17224359
1	Female	2006	11	21.4	615	2867859	17224359
1	Male	2006	12	36.7	880	2397315	13307234
1	Female	2006	12	22.8	581	2549195	13307234
1	Male	2006	13	53.3	908	1702090	10654272
1	Female	2006	13	36.2	672	1857877	10654272
1	Male	2006	14	88.4	1116	1262047	9409940
1	Female	2006	14	59.3	854	1441194	9409940
1	Male	2006	15	120.5	1185	983745	8725574
1	Female	2006	15	72.5	876	1208529	8725574
1	Male	2006	16	142.0	1137	800825	7414559
1	Female	2006	16	98.7	1071	1084967	7414559
1	Male	2006	17	153.5	867	564776	4900234
1	Female	2006	17	120.2	1071	890804	4900234
1	Male	2006	18	153.5	617	401935	4259173
1	Female	2006	18	118.5	1012	854042	4259173
1	Male	2007	0	0.0	0	612468	3794901
1	Female	2007	0	0.0	0	584192	3794901
1	Male	2007	1	0.0	0	2348109	15191619
1	Female	2007	1	0.0	0	2246312	15191619
1	Male	2007	2	0.0	0	2860839	19919840
1	Female	2007	2	0.0	0	2736193	19919840
1	Male	2007	3	0.0	0	3080047	20056779
1	Female	2007	3	0.0	1	2934295	20056779
1	Male	2007	4	0.1	3	3215423	19819518
1	Female	2007	4	0.1	2	3032629	19819518
1	Male	2007	5	0.3	9	3054081	18257225
1	Female	2007	5	0.3	8	2847203	18257225
1	Male	2007	6	0.5	15	2991760	17722067
1	Female	2007	6	0.7	21	2931022	17722067
1	Male	2007	7	1.2	33	2786372	19511370
1	Female	2007	7	1.3	35	2750285	19511370
1	Male	2007	8	2.9	87	3017191	22179956
1	Female	2007	8	2.2	66	3014397	22179956
1	Male	2007	9	6.0	183	3074201	22479229
1	Female	2007	9	5.5	170	3099894	22479229
1	Male	2007	10	10.8	338	3125909	19805793
1	Female	2007	10	9.5	303	3186705	19805793
1	Male	2007	11	28.2	801	2835421	17224359
1	Female	2007	11	22.5	662	2948400	17224359
1	Male	2007	12	38.8	932	2401058	13307234
1	Female	2007	12	25.1	642	2557235	13307234
1	Male	2007	13	54.7	1014	1853435	10654272
1	Female	2007	13	35.0	706	2017874	10654272
1	Male	2007	14	90.8	1194	1314657	9409940
1	Female	2007	14	56.9	851	1496313	9409940
1	Male	2007	15	114.3	1139	996130	8725574
1	Female	2007	15	77.0	937	1217432	8725574
1	Male	2007	16	131.4	1053	801187	7414559
1	Female	2007	16	97.3	1045	1074296	7414559
1	Male	2007	17	151.3	862	569632	4900234
1	Female	2007	17	110.6	987	892143	4900234
1	Male	2007	18	150.5	637	423307	4259173
1	Female	2007	18	117.9	1041	882629	4259173
1	Male	2008	0	0.0	0	610596	3794901
1	Female	2008	0	0.0	0	584498	3794901
1	Male	2008	1	0.0	0	2370461	15191619
1	Female	2008	1	0.0	0	2266840	15191619
1	Male	2008	2	0.0	0	2891717	19919840
1	Female	2008	2	0.0	0	2765254	19919840
1	Male	2008	3	0.0	0	3050006	20056779
1	Female	2008	3	0.0	1	2908733	20056779
1	Male	2008	4	0.2	5	3243139	19819518
1	Female	2008	4	0.1	3	3060919	19819518
1	Male	2008	5	0.3	9	3066283	18257225
1	Female	2008	5	0.5	13	2870270	18257225
1	Male	2008	6	0.7	20	3044368	17722067
1	Female	2008	6	0.7	20	2971681	17722067
1	Male	2008	7	1.4	39	2803366	19511370
1	Female	2008	7	1.1	31	2766658	19511370
1	Male	2008	8	3.5	105	2986309	22179956
1	Female	2008	8	2.8	85	2992905	22179956
1	Male	2008	9	5.5	166	3023271	22479229
1	Female	2008	9	5.8	177	3043567	22479229
1	Male	2008	10	11.7	366	3131305	19805793
1	Female	2008	10	8.4	270	3196207	19805793
1	Male	2008	11	28.0	814	2908698	17224359
1	Female	2008	11	22.6	681	3016673	17224359
1	Male	2008	12	35.6	874	2451765	13307234
1	Female	2008	12	25.1	655	2613707	13307234
1	Male	2008	13	54.0	1049	1943338	10654272
1	Female	2008	13	31.5	665	2112190	10654272
1	Male	2008	14	80.2	1118	1394739	9409940
1	Female	2008	14	55.7	882	1582692	9409940
1	Male	2008	15	108.0	1104	1021943	8725574
1	Female	2008	15	75.0	930	1240085	8725574
1	Male	2008	16	135.9	1088	800676	7414559
1	Female	2008	16	96.8	1030	1063806	7414559
1	Male	2008	17	153.0	880	575269	4900234
1	Female	2008	17	113.7	1014	891766	4900234
1	Male	2008	18	150.1	666	443599	4259173
1	Female	2008	18	118.5	1078	909484	4259173
1	Male	2009	0	0.0	0	585573	3794901
1	Female	2009	0	0.0	0	560975	3794901
1	Male	2009	1	0.0	0	2385515	15191619
1	Female	2009	1	0.0	0	2279398	15191619
1	Male	2009	2	0.0	0	2931909	19919840
1	Female	2009	2	0.0	0	2807458	19919840
1	Male	2009	3	0.0	0	3031579	20056779
1	Female	2009	3	0.0	0	2893945	20056779
1	Male	2009	4	0.2	5	3245554	19819518
1	Female	2009	4	0.1	4	3065132	19819518
1	Male	2009	5	0.4	11	3100804	18257225
1	Female	2009	5	0.4	13	2910105	18257225
1	Male	2009	6	0.8	25	3074983	17722067
1	Female	2009	6	1.1	32	2984018	17722067
1	Male	2009	7	1.9	55	2848607	19511370
1	Female	2009	7	1.5	41	2813684	19511370
1	Male	2009	8	2.9	85	2939622	22179956
1	Female	2009	8	2.6	76	2951644	22179956
1	Male	2009	9	5.9	175	2978263	22479229
1	Female	2009	9	5.6	168	2995091	22479229
1	Male	2009	10	11.5	363	3144431	19805793
1	Female	2009	10	10.9	350	3208543	19805793
1	Male	2009	11	30.1	891	2959637	17224359
1	Female	2009	11	22.3	683	3066740	17224359
1	Male	2009	12	36.7	925	2518596	13307234
1	Female	2009	12	25.2	676	2684152	13307234
1	Male	2009	13	50.7	1038	2047922	10654272
1	Female	2009	13	32.2	716	2225830	10654272
1	Male	2009	14	76.3	1114	1459621	9409940
1	Female	2009	14	50.2	831	1655243	9409940
1	Male	2009	15	101.6	1070	1053320	8725574
1	Female	2009	15	67.8	860	1268624	8725574
1	Male	2009	16	120.6	966	800923	7414559
1	Female	2009	16	91.1	963	1057660	7414559
1	Male	2009	17	135.2	783	579227	4900234
1	Female	2009	17	106.5	944	886153	4900234
1	Male	2009	18	140.9	653	463492	4259173
1	Female	2009	18	106.4	999	938740	4259173
1	Male	2010	0	0.0	0	578496	3794901
1	Female	2010	0	0.0	0	554600	3794901
1	Male	2010	1	0.0	0	2380505	15191619
1	Female	2010	1	0.0	0	2276499	15191619
1	Male	2010	2	0.0	0	2959804	19919840
1	Female	2010	2	0.0	0	2836481	19919840
1	Male	2010	3	0.0	0	3026588	20056779
1	Female	2010	3	0.0	1	2888431	20056779
1	Male	2010	4	0.1	2	3215196	19819518
1	Female	2010	4	0.2	5	3040576	19819518
1	Male	2010	5	0.3	10	3145199	18257225
1	Female	2010	5	0.3	9	2968019	18257225
1	Male	2010	6	0.8	25	3078847	17722067
1	Female	2010	6	0.8	25	2981091	17722067
1	Male	2010	7	1.7	49	2905613	19511370
1	Female	2010	7	1.8	51	2876407	19511370
1	Male	2010	8	2.2	62	2874412	22179956
1	Female	2010	8	3.1	90	2894134	22179956
1	Male	2010	9	6.2	184	2977587	22479229
1	Female	2010	9	6.4	193	2994355	22479229
1	Male	2010	10	9.9	309	3120951	19805793
1	Female	2010	10	10.6	337	3183625	19805793
1	Male	2010	11	27.5	830	3014076	17224359
1	Female	2010	11	22.5	701	3119565	17224359
1	Male	2010	12	32.5	843	2592217	13307234
1	Female	2010	12	24.4	674	2758842	13307234
1	Male	2010	13	47.3	1022	2162456	10654272
1	Female	2010	13	30.7	721	2348886	10654272
1	Male	2010	14	68.9	1047	1520564	9409940
1	Female	2010	14	48.5	833	1719033	9409940
1	Male	2010	15	96.3	1042	1082127	8725574
1	Female	2010	15	67.1	870	1296752	8725574
1	Male	2010	16	110.3	890	806799	7414559
1	Female	2010	16	79.4	839	1057313	7414559
1	Male	2010	17	123.8	729	588996	4900234
1	Female	2010	17	96.0	849	884436	4900234
1	Male	2010	18	129.2	624	482812	4259173
1	Female	2010	18	93.4	904	968249	4259173
1	Male	2011	0	0.0	0	585569	3794901
1	Female	2011	0	0.0	0	558152	3794901
1	Male	2011	1	0.0	0	2368672	15191619
1	Female	2011	1	0.0	0	2268954	15191619
1	Male	2011	2	0.0	0	2963830	19919840
1	Female	2011	2	0.0	0	2839697	19919840
1	Male	2011	3	0.0	0	3020128	20056779
1	Female	2011	3	0.2	6	2886295	20056779
1	Male	2011	4	0.2	7	3161046	19819518
1	Female	2011	4	0.1	4	2986094	19819518
1	Male	2011	5	0.3	11	3229068	18257225
1	Female	2011	5	0.4	12	3049275	18257225
1	Male	2011	6	0.7	21	3108598	17722067
1	Female	2011	6	1.2	35	2991996	17722067
1	Male	2011	7	1.2	37	2969073	19511370
1	Female	2011	7	1.5	43	2935719	19511370
1	Male	2011	8	2.8	79	2816889	22179956
1	Female	2011	8	2.9	81	2833105	22179956
1	Male	2011	9	5.7	172	2995491	22479229
1	Female	2011	9	5.2	157	3018769	22479229
1	Male	2011	10	11.0	338	3071432	19805793
1	Female	2011	10	9.8	306	3127661	19805793
1	Male	2011	11	26.5	806	3047056	17224359
1	Female	2011	11	22.1	696	3150547	17224359
1	Male	2011	12	29.4	783	2662079	13307234
1	Female	2011	12	21.9	619	2828851	13307234
1	Male	2011	13	43.0	973	2261867	10654272
1	Female	2011	13	29.2	720	2463662	10654272
1	Male	2011	14	66.2	1045	1577669	9409940
1	Female	2011	14	46.4	825	1779537	9409940
1	Male	2011	15	89.6	1002	1118182	8725574
1	Female	2011	15	62.5	835	1335718	8725574
1	Male	2011	16	107.4	879	818205	7414559
1	Female	2011	16	78.1	831	1064205	7414559
1	Male	2011	17	119.1	711	596823	4900234
1	Female	2011	17	95.4	841	881961	4900234
1	Male	2011	18	118.7	595	501275	4259173
1	Female	2011	18	97.4	966	991326	4259173
1	Male	2012	0	0.0	0	574852	3794901
1	Female	2012	0	0.0	0	550728	3794901
1	Male	2012	1	0.0	0	2354121	15191619
1	Female	2012	1	0.0	0	2253959	15191619
1	Male	2012	2	0.0	0	2986829	19919840
1	Female	2012	2	0.0	0	2861060	19919840
1	Male	2012	3	0.1	2	3002865	20056779
1	Female	2012	3	0.1	2	2872004	20056779
1	Male	2012	4	0.1	3	3112682	19819518
1	Female	2012	4	0.5	14	2948312	19819518
1	Male	2012	5	0.4	13	3297976	18257225
1	Female	2012	5	0.6	19	3110629	18257225
1	Male	2012	6	0.8	25	3130294	17722067
1	Female	2012	6	1.3	40	2997216	17722067
1	Male	2012	7	1.7	52	3028777	19511370
1	Female	2012	7	1.9	56	2987276	19511370
1	Male	2012	8	2.6	72	2807973	22179956
1	Female	2012	8	3.0	86	2822632	22179956
1	Male	2012	9	6.2	185	2993638	22479229
1	Female	2012	9	5.8	174	3020449	22479229
1	Male	2012	10	10.5	318	3020812	19805793
1	Female	2012	10	9.8	302	3073502	19805793
1	Male	2012	11	28.0	855	3056907	17224359
1	Female	2012	11	22.6	715	3158654	17224359
1	Male	2012	12	33.4	915	2738397	13307234
1	Female	2012	12	21.0	611	2905442	13307234
1	Male	2012	13	40.9	928	2266213	10654272
1	Female	2012	13	29.0	716	2473130	10654272
1	Male	2012	14	66.9	1150	1718992	9409940
1	Female	2012	14	42.9	829	1931510	9409940
1	Male	2012	15	80.9	946	1168835	8725574
1	Female	2012	15	60.4	840	1390723	8725574
1	Male	2012	16	99.6	830	833118	7414559
1	Female	2012	16	82.0	882	1075643	7414559
1	Male	2012	17	115.2	694	602301	4900234
1	Female	2012	17	94.0	825	877733	4900234
1	Male	2012	18	112.0	584	521250	4259173
1	Female	2012	18	90.1	916	1016347	4259173
1	Male	2013	0	0.0	0	575827	3794901
1	Female	2013	0	0.0	0	550848	3794901
1	Male	2013	1	0.0	0	2331961	15191619
1	Female	2013	1	0.0	0	2233593	15191619
1	Male	2013	2	0.0	1	3003618	19919840
1	Female	2013	2	0.0	1	2876058	19919840
1	Male	2013	3	0.2	5	2993355	20056779
1	Female	2013	3	0.1	3	2867962	20056779
1	Male	2013	4	0.5	14	3073384	19819518
1	Female	2013	4	0.3	10	2920567	19819518
1	Male	2013	5	0.6	19	3336246	18257225
1	Female	2013	5	0.6	19	3137393	18257225
1	Male	2013	6	0.7	23	3164319	17722067
1	Female	2013	6	0.8	25	3021622	17722067
1	Male	2013	7	1.6	50	3083248	19511370
1	Female	2013	7	1.8	56	3034696	19511370
1	Male	2013	8	2.5	70	2828975	22179956
1	Female	2013	8	2.5	70	2835615	22179956
1	Male	2013	9	4.6	137	2964988	22479229
1	Female	2013	9	5.7	171	3001649	22479229
1	Male	2013	10	10.9	325	2972214	19805793
1	Female	2013	10	10.5	317	3019315	19805793
1	Male	2013	11	27.0	828	3063313	17224359
1	Female	2013	11	21.1	667	3163431	17224359
1	Male	2013	12	30.0	840	2799965	13307234
1	Female	2013	12	22.1	654	2964547	13307234
1	Male	2013	13	41.3	953	2308303	10654272
1	Female	2013	13	28.9	730	2522786	10654272
1	Male	2013	14	63.3	1141	1801396	9409940
1	Female	2013	14	42.1	851	2023066	9409940
1	Male	2013	15	78.9	980	1241943	8725574
1	Female	2013	15	56.0	825	1472128	8725574
1	Male	2013	16	92.6	794	857787	7414559
1	Female	2013	16	75.7	833	1100108	7414559
1	Male	2013	17	111.4	675	605757	4900234
1	Female	2013	17	96.5	842	872777	4900234
1	Male	2013	18	107.7	580	538389	4259173
1	Female	2013	18	84.3	872	1034550	4259173
1	Male	2014	0	0.0	0	577066	3794901
1	Female	2014	0	0.0	0	550782	3794901
1	Male	2014	1	0.0	0	2331862	15191619
1	Female	2014	1	0.0	0	2231897	15191619
1	Male	2014	2	0.1	3	2993348	19919840
1	Female	2014	2	0.0	1	2866569	19919840
1	Male	2014	3	0.1	4	2990428	20056779
1	Female	2014	3	0.3	10	2870277	20056779
1	Male	2014	4	0.5	15	3043781	19819518
1	Female	2014	4	0.5	15	2897244	19819518
1	Male	2014	5	0.5	17	3351507	18257225
1	Female	2014	5	0.7	22	3145467	18257225
1	Male	2014	6	1.2	38	3230789	17722067
1	Female	2014	6	1.1	33	3080374	17722067
1	Male	2014	7	1.6	50	3123902	19511370
1	Female	2014	7	2.2	68	3067529	19511370
1	Male	2014	8	3.4	97	2867036	22179956
1	Female	2014	8	3.6	103	2869763	22179956
1	Male	2014	9	6.5	190	2920859	22479229
1	Female	2014	9	5.4	161	2960975	22479229
1	Male	2014	10	10.5	309	2936245	19805793
1	Female	2014	10	10.4	310	2980244	19805793
1	Male	2014	11	29.9	918	3067513	17224359
1	Female	2014	11	24.4	773	3168356	17224359
1	Male	2014	12	32.3	919	2845110	13307234
1	Female	2014	12	23.8	714	3005194	13307234
1	Male	2014	13	42.6	1008	2367057	10654272
1	Female	2014	13	28.7	744	2588425	10654272
1	Male	2014	14	61.3	1159	1890121	9409940
1	Female	2014	14	43.5	924	2124217	9409940
1	Male	2014	15	73.7	958	1299605	8725574
1	Female	2014	15	53.1	818	1539053	8725574
1	Male	2014	16	93.9	834	888200	7414559
1	Female	2014	16	70.0	792	1131035	7414559
1	Male	2014	17	104.4	636	609007	4900234
1	Female	2014	17	86.7	754	869447	4900234
1	Male	2014	18	105.9	588	555031	4259173
1	Female	2014	18	78.2	823	1052322	4259173
2	Male	2000	0	0.0	0	575919	3794901
2	Female	2000	0	0.0	0	548034	3794901
2	Male	2000	1	0.0	0	2298193	15191619
2	Female	2000	1	0.0	0	2195452	15191619
2	Male	2000	2	0.0	0	3080921	19919840
2	Female	2000	2	0.0	0	2933841	19919840
2	Male	2000	3	0.0	0	3025979	20056779
2	Female	2000	3	0.0	0	2880388	20056779
2	Male	2000	4	0.1	4	2933994	19819518
2	Female	2000	4	0.1	3	2752065	19819518
2	Male	2000	5	0.3	8	2799544	18257225
2	Female	2000	5	0.2	5	2633100	18257225
2	Male	2000	6	0.8	24	2862625	17722067
