Stage	Sex	Year of Diagnosis	Age Group	Age-Adjusted Rate	Count	Population	Std Pop
3	Female	2007	5	0.2	7	2847203	18257225
3	Male	2007	6	0.4	11	2991760	17722067
3	Female	2007	6	0.5	14	2931022	17722067
3	Male	2007	7	0.7	19	2786372	19511370
3	Female	2007	7	1.2	34	2750285	19511370
3	Male	2007	8	2.1	62	3017191	22179956
3	Female	2007	8	2.0	59	3014397	22179956
3	Male	2007	9	4.1	127	3074201	22479229
3	Female	2007	9	4.3	133	3099894	22479229
3	Male	2007	10	8.3	261	3125909	19805793
3	Female	2007	10	6.4	204	3186705	19805793
3	Male	2007	11	13.3	378	2835421	17224359
3	Female	2007	11	10.1	299	2948400	17224359
3	Male	2007	12	19.4	465	2401058	13307234
3	Female	2007	12	13.3	340	2557235	13307234
3	Male	2007	13	25.1	465	1853435	10654272
3	Female	2007	13	19.0	384	2017874	10654272
3	Male	2007	14	34.1	448	1314657	9409940
3	Female	2007	14	25.1	376	1496313	9409940
3	Male	2007	15	46.9	467	996130	8725574
3	Female	2007	15	31.5	384	1217432	8725574
3	Male	2007	16	52.7	422	801187	7414559
3	Female	2007	16	38.7	416	1074296	7414559
3	Male	2007	17	59.5	339	569632	4900234
3	Female	2007	17	47.1	420	892143	4900234
3	Male	2007	18	66.1	280	423307	4259173
3	Female	2007	18	52.9	467	882629	4259173
3	Male	2008	0	0.0	0	610596	3794901
3	Female	2008	0	0.0	0	584498	3794901
3	Male	2008	1	0.0	0	2370461	15191619
3	Female	2008	1	0.0	0	2266840	15191619
3	Male	2008	2	0.0	0	2891717	19919840
3	Female	2008	2	0.0	0	2765254	19919840
3	Male	2008	3	0.0	0	3050006	20056779
3	Female	2008	3	0.0	0	2908733	20056779
3	Male	2008	4	0.2	6	3243139	19819518
3	Female	2008	4	0.1	2	3060919	19819518
3	Male	2008	5	0.2	7	3066283	18257225
3	Female	2008	5	0.1	4	2870270	18257225
3	Male	2008	6	0.6	19	3044368	17722067
3	Female	2008	6	0.5	15	2971681	17722067
3	Male	2008	7	1.1	32	2803366	19511370
3	Female	2008	7	1.1	30	2766658	19511370
3	Male	2008	8	2.1	62	2986309	22179956
3	Female	2008	8	2.5	74	2992905	22179956
3	Male	2008	9	5.0	150	3023271	22479229
3	Female	2008	9	4.2	129	3043567	22479229
3	Male	2008	10	8.0	252	3131305	19805793
3	Female	2008	10	6.7	214	3196207	19805793
3	Male	2008	11	12.7	369	2908698	17224359
3	Female	2008	11	9.3	280	3016673	17224359
3	Male	2008	12	19.4	475	2451765	13307234
3	Female	2008	12	14.0	367	2613707	13307234
3	Male	2008	13	26.5	515	1943338	10654272
3	Female	2008	13	17.4	368	2112190	10654272
3	Male	2008	14	34.3	478	1394739	9409940
3	Female	2008	14	23.4	370	1582692	9409940
3	Male	2008	15	46.5	475	1021943	8725574
3	Female	2008	15	30.0	372	1240085	8725574
3	Male	2008	16	53.3	427	800676	7414559
3	Female	2008	16	38.5	410	1063806	7414559
3	Male	2008	17	63.8	367	575269	4900234
3	Female	2008	17	45.5	406	891766	4900234
3	Male	2008	18	67.0	297	443599	4259173
3	Female	2008	18	52.9	481	909484	4259173
3	Male	2009	0	0.0	0	585573	3794901
3	Female	2009	0	0.0	0	560975	3794901
3	Male	2009	1	0.0	0	2385515	15191619
3	Female	2009	1	0.0	0	2279398	15191619
3	Male	2009	2	0.0	0	2931909	19919840
3	Female	2009	2	0.0	0	2807458	19919840
3	Male	2009	3	0.0	0	3031579	20056779
3	Female	2009	3	0.0	0	2893945	20056779
3	Male	2009	4	0.1	3	3245554	19819518
3	Female	2009	4	0.0	1	3065132	19819518
3	Male	2009	5	0.3	10	3100804	18257225
3	Female	2009	5	0.2	7	2910105	18257225
3	Male	2009	6	0.5	14	3074983	17722067
3	Female	2009	6	0.5	14	2984018	17722067
3	Male	2009	7	1.1	31	2848607	19511370
3	Female	2009	7	1.1	31	2813684	19511370
3	Male	2009	8	2.2	66	2939622	22179956
3	Female	2009	8	2.3	67	2951644	22179956
3	Male	2009	9	4.1	122	2978263	22479229
3	Female	2009	9	4.8	143	2995091	22479229
3	Male	2009	10	9.0	282	3144431	19805793
3	Female	2009	10	7.1	229	3208543	19805793
3	Male	2009	11	12.4	368	2959637	17224359
3	Female	2009	11	9.9	303	3066740	17224359
3	Male	2009	12	18.7	470	2518596	13307234
3	Female	2009	12	13.7	367	2684152	13307234
3	Male	2009	13	26.0	532	2047922	10654272
3	Female	2009	13	17.6	391	2225830	10654272
3	Male	2009	14	31.7	463	1459621	9409940
3	Female	2009	14	23.5	389	1655243	9409940
3	Male	2009	15	42.9	452	1053320	8725574
3	Female	2009	15	31.4	398	1268624	8725574
3	Male	2009	16	50.3	403	800923	7414559
3	Female	2009	16	40.3	426	1057660	7414559
3	Male	2009	17	57.8	335	579227	4900234
3	Female	2009	17	44.8	397	886153	4900234
3	Male	2009	18	67.5	313	463492	4259173
3	Female	2009	18	48.5	455	938740	4259173
3	Male	2010	0	0.0	0	578496	3794901
3	Female	2010	0	0.0	0	554600	3794901
3	Male	2010	1	0.0	0	2380505	15191619
3	Female	2010	1	0.0	0	2276499	15191619
3	Male	2010	2	0.0	0	2959804	19919840
3	Female	2010	2	0.0	0	2836481	19919840
3	Male	2010	3	0.0	0	3026588	20056779
3	Female	2010	3	0.0	0	2888431	20056779
3	Male	2010	4	0.0	1	3215196	19819518
3	Female	2010	4	0.1	2	3040576	19819518
3	Male	2010	5	0.2	6	3145199	18257225
3	Female	2010	5	0.2	6	2968019	18257225
3	Male	2010	6	0.6	19	3078847	17722067
3	Female	2010	6	0.6	19	2981091	17722067
3	Male	2010	7	1.2	35	2905613	19511370
3	Female	2010	7	0.9	27	2876407	19511370
3	Male	2010	8	2.2	62	2874412	22179956
3	Female	2010	8	2.0	58	2894134	22179956
3	Male	2010	9	4.3	127	2977587	22479229
3	Female	2010	9	4.2	125	2994355	22479229
3	Male	2010	10	9.8	306	3120951	19805793
3	Female	2010	10	7.5	238	3183625	19805793
3	Male	2010	11	13.1	395	3014076	17224359
3	Female	2010	11	10.4	324	3119565	17224359
3	Male	2010	12	18.2	471	2592217	13307234
3	Female	2010	12	12.8	354	2758842	13307234
3	Male	2010	13	25.0	541	2162456	10654272
3	Female	2010	13	18.9	445	2348886	10654272
3	Male	2010	14	34.3	521	1520564	9409940
3	Female	2010	14	21.8	375	1719033	9409940
3	Male	2010	15	42.2	457	1082127	8725574
3	Female	2010	15	28.6	371	1296752	8725574
3	Male	2010	16	45.6	368	806799	7414559
3	Female	2010	16	35.3	373	1057313	7414559
3	Male	2010	17	54.5	321	588996	4900234
3	Female	2010	17	43.4	384	884436	4900234
3	Male	2010	18	65.4	316	482812	4259173
3	Female	2010	18	51.6	500	968249	4259173
3	Male	2011	0	0.0	0	585569	3794901
3	Female	2011	0	0.0	0	558152	3794901
3	Male	2011	1	0.0	0	2368672	15191619
3	Female	2011	1	0.0	0	2268954	15191619
3	Male	2011	2	0.0	0	2963830	19919840
3	Female	2011	2	0.0	0	2839697	19919840
3	Male	2011	3	0.0	0	3020128	20056779
3	Female	2011	3	0.0	0	2886295	20056779
3	Male	2011	4	0.0	1	3161046	19819518
3	Female	2011	4	0.0	1	2986094	19819518
3	Male	2011	5	0.3	9	3229068	18257225
3	Female	2011	5	0.3	8	3049275	18257225
3	Male	2011	6	1.0	30	3108598	17722067
3	Female	2011	6	0.6	18	2991996	17722067
3	Male	2011	7	1.3	40	2969073	19511370
3	Female	2011	7	1.4	42	2935719	19511370
3	Male	2011	8	2.9	82	2816889	22179956
3	Female	2011	8	2.3	65	2833105	22179956
3	Male	2011	9	4.2	127	2995491	22479229
3	Female	2011	9	4.3	130	3018769	22479229
3	Male	2011	10	8.9	273	3071432	19805793
3	Female	2011	10	7.4	232	3127661	19805793
3	Male	2011	11	13.6	414	3047056	17224359
3	Female	2011	11	10.1	319	3150547	17224359
3	Male	2011	12	18.9	503	2662079	13307234
3	Female	2011	12	12.4	352	2828851	13307234
3	Male	2011	13	27.5	623	2261867	10654272
3	Female	2011	13	17.3	425	2463662	10654272
3	Male	2011	14	32.1	506	1577669	9409940
3	Female	2011	14	19.7	351	1779537	9409940
3	Male	2011	15	36.0	403	1118182	8725574
3	Female	2011	15	28.6	382	1335718	8725574
3	Male	2011	16	47.7	390	818205	7414559
3	Female	2011	16	35.1	374	1064205	7414559
3	Male	2011	17	60.7	362	596823	4900234
3	Female	2011	17	40.9	361	881961	4900234
3	Male	2011	18	68.2	342	501275	4259173
3	Female	2011	18	46.1	457	991326	4259173
3	Male	2012	0	0.0	0	574852	3794901
3	Female	2012	0	0.0	0	550728	3794901
3	Male	2012	1	0.0	0	2354121	15191619
3	Female	2012	1	0.0	0	2253959	15191619
3	Male	2012	2	0.0	0	2986829	19919840
3	Female	2012	2	0.0	0	2861060	19919840
3	Male	2012	3	0.0	0	3002865	20056779
3	Female	2012	3	0.0	0	2872004	20056779
3	Male	2012	4	0.0	1	3112682	19819518
3	Female	2012	4	0.0	0	2948312	19819518
3	Male	2012	5	0.4	12	3297976	18257225
3	Female	2012	5	0.2	7	3110629	18257225
3	Male	2012	6	0.8	24	3130294	17722067
3	Female	2012	6	0.7	20	2997216	17722067
3	Male	2012	7	1.1	34	3028777	19511370
3	Female	2012	7	1.3	39	2987276	19511370
3	Male	2012	8	2.4	68	2807973	22179956
3	Female	2012	8	2.9	82	2822632	22179956
3	Male	2012	9	4.7	141	2993638	22479229
3	Female	2012	9	3.7	113	3020449	22479229
3	Male	2012	10	8.7	263	3020812	19805793
3	Female	2012	10	7.3	223	3073502	19805793
3	Male	2012	11	13.7	418	3056907	17224359
3	Female	2012	11	11.1	350	3158654	17224359
3	Male	2012	12	16.4	450	2738397	13307234
3	Female	2012	12	13.2	383	2905442	13307234
3	Male	2012	13	26.3	595	2266213	10654272
3	Female	2012	13	16.5	409	2473130	10654272
3	Male	2012	14	32.7	562	1718992	9409940
3	Female	2012	14	21.2	410	1931510	9409940
3	Male	2012	15	37.0	432	1168835	8725574
3	Female	2012	15	26.2	364	1390723	8725574
3	Male	2012	16	45.7	381	833118	7414559
3	Female	2012	16	34.2	368	1075643	7414559
3	Male	2012	17	52.5	316	602301	4900234
3	Female	2012	17	40.4	355	877733	4900234
3	Male	2012	18	57.2	298	521250	4259173
3	Female	2012	18	46.1	469	1016347	4259173
3	Male	2013	0	0.0	0	575827	3794901
3	Female	2013	0	0.0	0	550848	3794901
3	Male	2013	1	0.0	0	2331961	15191619
3	Female	2013	1	0.0	0	2233593	15191619
3	Male	2013	2	0.0	0	3003618	19919840
3	Female	2013	2	0.0	0	2876058	19919840
3	Male	2013	3	0.1	2	2993355	20056779
3	Female	2013	3	0.0	1	2867962	20056779
3	Male	2013	4	0.1	2	3073384	19819518
3	Female	2013	4	0.1	3	2920567	19819518
3	Male	2013	5	0.3	9	3336246	18257225
3	Female	2013	5	0.1	3	3137393	18257225
3	Male	2013	6	0.7	23	3164319	17722067
3	Female	2013	6	0.6	17	3021622	17722067
3	Male	2013	7	1.4	43	3083248	19511370
3	Female	2013	7	1.3	39	3034696	19511370
3	Male	2013	8	3.3	92	2828975	22179956
3	Female	2013	8	2.6	74	2835615	22179956
3	Male	2013	9	4.7	138	2964988	22479229
3	Female	2013	9	5.2	155	3001649	22479229
3	Male	2013	10	9.6	285	2972214	19805793
3	Female	2013	10	7.6	228	3019315	19805793
3	Male	2013	11	14.2	435	3063313	17224359
3	Female	2013	11	10.5	332	3163431	17224359
3	Male	2013	12	19.6	550	2799965	13307234
3	Female	2013	12	13.7	407	2964547	13307234
3	Male	2013	13	24.1	557	2308303	10654272
3	Female	2013	13	15.7	395	2522786	10654272
3	Male	2013	14	29.6	533	1801396	9409940
3	Female	2013	14	19.3	391	2023066	9409940
3	Male	2013	15	37.6	467	1241943	8725574
3	Female	2013	15	26.4	388	1472128	8725574
3	Male	2013	16	45.6	391	857787	7414559
3	Female	2013	16	31.8	350	1100108	7414559
3	Male	2013	17	51.3	311	605757	4900234
3	Female	2013	17	38.6	337	872777	4900234
3	Male	2013	18	54.6	294	538389	4259173
3	Female	2013	18	43.3	448	1034550	4259173
3	Male	2014	0	0.0	0	577066	3794901
3	Female	2014	0	0.0	0	550782	3794901
3	Male	2014	1	0.0	0	2331862	15191619
3	Female	2014	1	0.0	0	2231897	15191619
3	Male	2014	2	0.0	0	2993348	19919840
3	Female	2014	2	0.0	0	2866569	19919840
3	Male	2014	3	0.0	1	2990428	20056779
3	Female	2014	3	0.0	0	2870277	20056779
3	Male	2014	4	0.0	0	3043781	19819518
3	Female	2014	4	0.1	2	2897244	19819518
3	Male	2014	5	0.2	7	3351507	18257225
3	Female	2014	5	0.2	6	3145467	18257225
3	Male	2014	6	0.7	24	3230789	17722067
3	Female	2014	6	0.7	23	3080374	17722067
3	Male	2014	7	1.6	51	3123902	19511370
3	Female	2014	7	2.0	60	3067529	19511370
3	Male	2014	8	2.6	75	2867036	22179956
3	Female	2014	8	2.5	73	2869763	22179956
3	Male	2014	9	5.0	146	2920859	22479229
3	Female	2014	9	4.7	139	2960975	22479229
3	Male	2014	10	9.4	277	2936245	19805793
3	Female	2014	10	7.7	229	2980244	19805793
3	Male	2014	11	13.0	400	3067513	17224359
3	Female	2014	11	10.5	334	3168356	17224359
3	Male	2014	12	20.2	575	2845110	13307234
3	Female	2014	12	13.1	395	3005194	13307234
3	Male	2014	13	27.5	651	2367057	10654272
3	Female	2014	13	16.8	435	2588425	10654272
3	Male	2014	14	29.8	564	1890121	9409940
3	Female	2014	14	21.3	452	2124217	9409940
3	Male	2014	15	37.9	492	1299605	8725574
3	Female	2014	15	25.9	398	1539053	8725574
3	Male	2014	16	44.4	394	888200	7414559
3	Female	2014	16	32.0	362	1131035	7414559
3	Male	2014	17	54.5	332	609007	4900234
3	Female	2014	17	41.3	359	869447	4900234
3	Male	2014	18	55.1	306	555031	4259173
3	Female	2014	18	42.1	443	1052322	4259173
