Stage	Tumor Location	Year of Diagnosis	Age Group	Age-Adjusted Rate	Count	Population	Std Pop
1	Distal	2000	0	0.0	0	1123953	3794901
1	Distal	2000	1	0.0	0	4493645	15191619
1	Distal	2000	2	0.0	0	6014762	19919840
1	Distal	2000	3	0.0	0	5906367	20056779
1	Distal	2000	4	0.0	1	5686059	19819518
1	Distal	2000	5	0.1	8	5432644	18257225
1	Distal	2000	6	0.5	22	5623783	17722067
1	Distal	2000	7	0.9	58	6010662	19511370
1	Distal	2000	8	1.8	115	6472872	22179956
1	Distal	2000	9	3.8	239	6317668	22479229
1	Distal	2000	10	7.9	449	5600622	19805793
1	Distal	2000	11	16.4	794	4887550	17224359
1	Distal	2000	12	23.9	872	3642175	13307234
1	Distal	2000	13	37.1	1053	2835963	10654272
1	Distal	2000	14	53.9	1314	2438122	9409940
1	Distal	2000	15	61.8	1392	2250088	8725574
1	Distal	2000	16	80.0	1531	1912863	7414559
1	Distal	2000	17	81.1	1031	1271099	4900234
1	Distal	2000	18	74.4	801	1075916	4259173
1	Distal	2001	0	0.0	0	1173129	3794901
1	Distal	2001	1	0.0	0	4461077	15191619
1	Distal	2001	2	0.0	0	5921466	19919840
1	Distal	2001	3	0.0	0	6039438	20056779
1	Distal	2001	4	0.0	1	5724743	19819518
1	Distal	2001	5	0.1	11	5625901	18257225
1	Distal	2001	6	0.4	20	5510211	17722067
1	Distal	2001	7	0.8	52	6053687	19511370
1	Distal	2001	8	1.6	111	6381699	22179956
1	Distal	2001	9	3.8000000000000003	246	6406429	22479229
1	Distal	2001	10	7.9	449	5741721	19805793
1	Distal	2001	11	15.9	815	5125958	17224359
1	Distal	2001	12	24.7	928	3770621	13307234
1	Distal	2001	13	35.2	1028	2914101	10654272
1	Distal	2001	14	53.2	1303	2448484	9409940
1	Distal	2001	15	62.5	1401	2241129	8725574
1	Distal	2001	16	75.0	1437	1915556	7414559
1	Distal	2001	17	74.7	986	1318613	4900234
1	Distal	2001	18	69.8	763	1093854	4259173
1	Distal	2002	0	0.0	0	1155177	3794901
1	Distal	2002	1	0.0	0	4501200	15191619
1	Distal	2002	2	0.0	1	5817114	19919840
1	Distal	2002	3	0.0	0	6150915	20056779
1	Distal	2002	4	0.0	2	5770911	19819518
1	Distal	2002	5	0.1	6	5762504	18257225
1	Distal	2002	6	0.30000000000000004	18	5471944	17722067
1	Distal	2002	7	0.8	55	6047363	19511370
1	Distal	2002	8	2.0	125	6261179	22179956
1	Distal	2002	9	3.8	246	6439153	22479229
1	Distal	2002	10	7.4	435	5903564	19805793
1	Distal	2002	11	17.8	912	5140748	17224359
1	Distal	2002	12	24.8	1015	4094161	13307234
1	Distal	2002	13	34.4	1042	3027382	10654272
1	Distal	2002	14	50.300000000000004	1243	2470774	9409940
1	Distal	2002	15	60.5	1344	2223927	8725574
1	Distal	2002	16	72.9	1395	1914270	7414559
1	Distal	2002	17	73.5	1002	1364730	4900234
1	Distal	2002	18	70.1	780	1112959	4259173
1	Distal	2003	0	0.0	0	1167353	3794901
1	Distal	2003	1	0.0	0	4538931	15191619
1	Distal	2003	2	0.0	0	5723028	19919840
1	Distal	2003	3	0.0	0	6218900	20056779
1	Distal	2003	4	0.0	4	5836843	19819518
1	Distal	2003	5	0.2	14	5843252	18257225
1	Distal	2003	6	0.4	23	5486864	17722067
1	Distal	2003	7	1.0	52	5983870	19511370
1	Distal	2003	8	2.1	125	6145730	22179956
1	Distal	2003	9	3.7	234	6454280	22479229
1	Distal	2003	10	7.6	458	6040156	19805793
1	Distal	2003	11	17.1	894	5240686	17224359
1	Distal	2003	12	23.3	998	4283589	13307234
1	Distal	2003	13	33.9	1085	3198860	10654272
1	Distal	2003	14	49.6	1254	2524001	9409940
1	Distal	2003	15	57.5	1269	2206943	8725574
1	Distal	2003	16	68.1	1301	1914009	7414559
1	Distal	2003	17	73.2	1022	1397935	4900234
1	Distal	2003	18	71.8	821	1142624	4259173
1	Distal	2004	0	0.1	1	1172686	3794901
1	Distal	2004	1	0.0	0	4583485	15191619
1	Distal	2004	2	0.0	0	5643903	19919840
1	Distal	2004	3	0.0	0	6231354	20056779
1	Distal	2004	4	0.0	3	5936630	19819518
1	Distal	2004	5	0.30000000000000004	14	5909181	18257225
1	Distal	2004	6	0.4	24	5573085	17722067
1	Distal	2004	7	1.0	55	5884695	19511370
1	Distal	2004	8	1.9000000000000001	115	6049887	22179956
1	Distal	2004	9	3.3	220	6477140	22479229
1	Distal	2004	10	7.8	475	6131734	19805793
1	Distal	2004	11	18.5	981	5368022	17224359
1	Distal	2004	12	22.3	1001	4494532	13307234
1	Distal	2004	13	31.8	1061	3332349	10654272
1	Distal	2004	14	47.1	1216	2583068	9409940
1	Distal	2004	15	54.9	1201	2189003	8725574
1	Distal	2004	16	67.5	1281	1898091	7414559
1	Distal	2004	17	71.1	1018	1432237	4900234
1	Distal	2004	18	64.7	753	1164503	4259173
1	Distal	2005	0	0.0	0	1136051	3794901
1	Distal	2005	1	0.0	0	4486608	15191619
1	Distal	2005	2	0.0	0	5429324	19919840
1	Distal	2005	3	0.0	0	6007382	20056779
1	Distal	2005	4	0.0	2	5889330	19819518
1	Distal	2005	5	0.1	6	5736685	18257225
1	Distal	2005	6	0.4	20	5527856	17722067
1	Distal	2005	7	1.0	52	5591393	19511370
1	Distal	2005	8	1.9	106	5883370	22179956
1	Distal	2005	9	4.1	261	6249039	22479229
1	Distal	2005	10	7.1	433	6057136	19805793
1	Distal	2005	11	18.0	962	5343760	17224359
1	Distal	2005	12	22.9	1053	4600833	13307234
1	Distal	2005	13	31.400000000000002	1051	3350764	10654272
1	Distal	2005	14	43.3	1109	2561897	9409940
1	Distal	2005	15	53.9	1147	2124936	8725574
1	Distal	2005	16	61.0	1123	1842131	7414559
1	Distal	2005	17	64.4	911	1415603	4900234
1	Distal	2005	18	57.4	677	1180301	4259173
1	Distal	2006	0	0.0	0	1160852	3794901
1	Distal	2006	1	0.0	0	4583974	15191619
1	Distal	2006	2	0.0	0	5572891	19919840
1	Distal	2006	3	0.0	0	6086664	20056779
1	Distal	2006	4	0.0	2	6154466	19819518
1	Distal	2006	5	0.2	12	5890891	18257225
1	Distal	2006	6	0.5	22	5818474	17722067
1	Distal	2006	7	1.2	65	5580486	19511370
1	Distal	2006	8	1.6	100	6044427	22179956
1	Distal	2006	9	4.6	279	6297825	22479229
1	Distal	2006	10	8.0	506	6285693	19805793
1	Distal	2006	11	18.1	1016	5623573	17224359
1	Distal	2006	12	21.0	1037	4946510	13307234
1	Distal	2006	13	29.0	1030	3559967	10654272
1	Distal	2006	14	45.4	1226	2703241	9409940
1	Distal	2006	15	53.5	1171	2192274	8725574
1	Distal	2006	16	59.3	1118	1885792	7414559
1	Distal	2006	17	64.9	945	1455580	4900234
1	Distal	2006	18	56.2	705	1255977	4259173
1	Distal	2007	0	0.0	0	1196660	3794901
1	Distal	2007	1	0.0	0	4594421	15191619
1	Distal	2007	2	0.0	0	5597032	19919840
1	Distal	2007	3	0.0	0	6014342	20056779
1	Distal	2007	4	0.0	4	6248052	19819518
1	Distal	2007	5	0.1	9	5901284	18257225
1	Distal	2007	6	0.5	26	5922782	17722067
1	Distal	2007	7	0.8	45	5536657	19511370
1	Distal	2007	8	1.8	111	6031588	22179956
1	Distal	2007	9	4.2	260	6174095	22479229
1	Distal	2007	10	8.1	508	6312614	19805793
1	Distal	2007	11	19.3	1116	5783821	17224359
1	Distal	2007	12	22.9	1135	4958293	13307234
1	Distal	2007	13	29.7	1147	3871309	10654272
1	Distal	2007	14	44.3	1246	2810970	9409940
1	Distal	2007	15	52.9	1171	2213562	8725574
1	Distal	2007	16	58.6	1099	1875483	7414559
1	Distal	2007	17	59.5	870	1461775	4900234
1	Distal	2007	18	59.6	778	1305936	4259173
1	Distal	2008	0	0.0	0	1195094	3794901
1	Distal	2008	1	0.0	0	4637301	15191619
1	Distal	2008	2	0.0	0	5656971	19919840
1	Distal	2008	3	0.0	0	5958739	20056779
1	Distal	2008	4	0.0	4	6304058	19819518
1	Distal	2008	5	0.2	14	5936553	18257225
1	Distal	2008	6	0.4	32	6016049	17722067
1	Distal	2008	7	0.8	49	5570024	19511370
1	Distal	2008	8	2.4	142	5979214	22179956
1	Distal	2008	9	4.4	266	6066838	22479229
1	Distal	2008	10	7.6	484	6327512	19805793
1	Distal	2008	11	19.700000000000003	1164	5925371	17224359
1	Distal	2008	12	21.5	1085	5065472	13307234
1	Distal	2008	13	28.0	1134	4055528	10654272
1	Distal	2008	14	39.6	1179	2977431	9409940
1	Distal	2008	15	47.0	1064	2262028	8725574
1	Distal	2008	16	56.7	1058	1864482	7414559
1	Distal	2008	17	60.7	889	1467035	4900234
1	Distal	2008	18	52.6	712	1353083	4259173
1	Distal	2009	0	0.0	0	1146548	3794901
1	Distal	2009	1	0.0	0	4664913	15191619
1	Distal	2009	2	0.0	0	5739367	19919840
1	Distal	2009	3	0.0	0	5925524	20056779
1	Distal	2009	4	0.0	4	6310686	19819518
1	Distal	2009	5	0.2	16	6010909	18257225
1	Distal	2009	6	0.6000000000000001	41	6059001	17722067
1	Distal	2009	7	1.2000000000000002	70	5662291	19511370
1	Distal	2009	8	2.0	124	5891266	22179956
1	Distal	2009	9	4.4	264	5973354	22479229
1	Distal	2009	10	8.6	543	6352974	19805793
1	Distal	2009	11	20.0	1208	6026377	17224359
1	Distal	2009	12	22.4	1169	5202748	13307234
1	Distal	2009	13	26.0	1107	4273752	10654272
1	Distal	2009	14	38.3	1192	3114864	9409940
1	Distal	2009	15	44.3	1028	2321944	8725574
1	Distal	2009	16	50.5	940	1858583	7414559
1	Distal	2009	17	51.6	758	1465380	4900234
1	Distal	2009	18	50.3	704	1402232	4259173
1	Distal	2010	0	0.0	0	1133096	3794901
1	Distal	2010	1	0.0	0	4657004	15191619
1	Distal	2010	2	0.0	0	5796285	19919840
1	Distal	2010	3	0.0	0	5915019	20056779
1	Distal	2010	4	0.0	2	6255772	19819518
1	Distal	2010	5	0.1	9	6113218	18257225
1	Distal	2010	6	0.4	33	6059938	17722067
1	Distal	2010	7	1.2	71	5782020	19511370
1	Distal	2010	8	2.0	114	5768546	22179956
1	Distal	2010	9	4.8	283	5971942	22479229
1	Distal	2010	10	7.9	491	6304576	19805793
1	Distal	2010	11	19.4	1191	6133641	17224359
1	Distal	2010	12	20.2	1083	5351059	13307234
1	Distal	2010	13	25.3	1144	4511342	10654272
1	Distal	2010	14	35.4	1145	3239597	9409940
1	Distal	2010	15	43.199999999999996	1028	2378879	8725574
1	Distal	2010	16	44.2	824	1864112	7414559
1	Distal	2010	17	47.699999999999996	704	1473432	4900234
1	Distal	2010	18	42.2	612	1451061	4259173
1	Distal	2011	0	0.0	0	1143721	3794901
1	Distal	2011	1	0.0	0	4637626	15191619
1	Distal	2011	2	0.0	0	5803527	19919840
1	Distal	2011	3	0.0	0	5906423	20056779
1	Distal	2011	4	0.1	5	6147140	19819518
1	Distal	2011	5	0.1	9	6278343	18257225
1	Distal	2011	6	0.6000000000000001	35	6100594	17722067
1	Distal	2011	7	0.9	54	5904792	19511370
1	Distal	2011	8	2.0	114	5649994	22179956
1	Distal	2011	9	4.0	241	6014260	22479229
1	Distal	2011	10	8.1	503	6199093	19805793
1	Distal	2011	11	18.4	1139	6197603	17224359
1	Distal	2011	12	17.9	979	5490930	13307234
1	Distal	2011	13	23.1	1096	4725529	10654272
1	Distal	2011	14	33.8	1133	3357206	9409940
1	Distal	2011	15	39.4	970	2453900	8725574
1	Distal	2011	16	45.2	850	1882410	7414559
1	Distal	2011	17	46.3	686	1478784	4900234
1	Distal	2011	18	43.199999999999996	646	1492601	4259173
1	Distal	2012	0	0.0	0	1125580	3794901
1	Distal	2012	1	0.0	0	4608080	15191619
1	Distal	2012	2	0.0	0	5847889	19919840
1	Distal	2012	3	0.0	1	5874869	20056779
1	Distal	2012	4	0.0	4	6060994	19819518
1	Distal	2012	5	0.2	13	6408605	18257225
1	Distal	2012	6	0.5	35	6127510	17722067
1	Distal	2012	7	1.2	71	6016053	19511370
1	Distal	2012	8	2.0	114	5630605	22179956
1	Distal	2012	9	4.3	269	6014087	22479229
1	Distal	2012	10	7.6000000000000005	463	6094314	19805793
1	Distal	2012	11	19.4	1212	6215561	17224359
1	Distal	2012	12	18.8	1061	5643839	13307234
1	Distal	2012	13	22.4	1064	4739343	10654272
1	Distal	2012	14	32.0	1166	3650502	9409940
1	Distal	2012	15	35.7	915	2559558	8725574
1	Distal	2012	16	42.4	808	1908761	7414559
1	Distal	2012	17	45.0	666	1480034	4900234
1	Distal	2012	18	39.699999999999996	610	1537597	4259173
1	Distal	2013	0	0.0	0	1126675	3794901
1	Distal	2013	1	0.0	0	4565554	15191619
1	Distal	2013	2	0.0	0	5879676	19919840
1	Distal	2013	3	0.0	1	5861317	20056779
1	Distal	2013	4	0.0	2	5993951	19819518
1	Distal	2013	5	0.2	12	6473639	18257225
1	Distal	2013	6	0.5	32	6185941	17722067
1	Distal	2013	7	1.1	66	6117944	19511370
1	Distal	2013	8	1.4	84	5664590	22179956
1	Distal	2013	9	4.0	234	5966637	22479229
1	Distal	2013	10	7.7	453	5991529	19805793
1	Distal	2013	11	17.900000000000002	1120	6226744	17224359
1	Distal	2013	12	18.4	1061	5764512	13307234
1	Distal	2013	13	22.1	1064	4831089	10654272
1	Distal	2013	14	29.8	1137	3824462	9409940
1	Distal	2013	15	34.1	926	2714071	8725574
1	Distal	2013	16	38.1	747	1957895	7414559
1	Distal	2013	17	42.2	625	1478534	4900234
1	Distal	2013	18	37.5	590	1572939	4259173
1	Distal	2014	0	0.0	0	1127848	3794901
1	Distal	2014	1	0.0	0	4563759	15191619
1	Distal	2014	2	0.0	0	5859917	19919840
1	Distal	2014	3	0.0	0	5860705	20056779
1	Distal	2014	4	0.1	7	5941025	19819518
1	Distal	2014	5	0.2	14	6496974	18257225
1	Distal	2014	6	0.5	28	6311163	17722067
1	Distal	2014	7	1.1	72	6191431	19511370
1	Distal	2014	8	2.6	146	5736799	22179956
1	Distal	2014	9	4.1	241	5881834	22479229
1	Distal	2014	10	7.6	444	5916489	19805793
1	Distal	2014	11	20.7	1289	6235869	17224359
1	Distal	2014	12	19.4	1132	5850304	13307234
1	Distal	2014	13	23.0	1138	4955482	10654272
1	Distal	2014	14	29.9	1199	4014338	9409940
1	Distal	2014	15	31.3	888	2838658	8725574
1	Distal	2014	16	37.4	754	2019235	7414559
1	Distal	2014	17	39.4	584	1478454	4900234
1	Distal	2014	18	33.4	537	1607353	4259173
1	Proximal	2000	0	0.0	0	1123953	3794901
1	Proximal	2000	1	0.0	0	4493645	15191619
1	Proximal	2000	2	0.0	0	6014762	19919840
1	Proximal	2000	3	0.0	0	5906367	20056779
1	Proximal	2000	4	0.0	2	5686059	19819518
1	Proximal	2000	5	0.0	2	5432644	18257225
1	Proximal	2000	6	0.2	11	5623783	17722067
1	Proximal	2000	7	0.5	24	6010662	19511370
1	Proximal	2000	8	0.9	50	6472872	22179956
1	Proximal	2000	9	1.0	65	6317668	22479229
1	Proximal	2000	10	2.3	130	5600622	19805793
1	Proximal	2000	11	4.4	218	4887550	17224359
1	Proximal	2000	12	7.4	271	3642175	13307234
1	Proximal	2000	13	14.6	415	2835963	10654272
1	Proximal	2000	14	26.5	646	2438122	9409940
1	Proximal	2000	15	37.2	836	2250088	8725574
1	Proximal	2000	16	56.199999999999996	1075	1912863	7414559
1	Proximal	2000	17	71.2	904	1271099	4900234
1	Proximal	2000	18	78.7	848	1075916	4259173
1	Proximal	2001	0	0.0	0	1173129	3794901
1	Proximal	2001	1	0.0	0	4461077	15191619
1	Proximal	2001	2	0.0	0	5921466	19919840
1	Proximal	2001	3	0.0	1	6039438	20056779
1	Proximal	2001	4	0.0	1	5724743	19819518
1	Proximal	2001	5	0.0	4	5625901	18257225
1	Proximal	2001	6	0.2	11	5510211	17722067
1	Proximal	2001	7	0.30000000000000004	20	6053687	19511370
1	Proximal	2001	8	0.6000000000000001	41	6381699	22179956
1	Proximal	2001	9	1.0	65	6406429	22479229
1	Proximal	2001	10	2.0	118	5741721	19805793
1	Proximal	2001	11	5.1	263	5125958	17224359
1	Proximal	2001	12	8.0	300	3770621	13307234
1	Proximal	2001	13	16.1	472	2914101	10654272
1	Proximal	2001	14	26.1	636	2448484	9409940
1	Proximal	2001	15	40.2	903	2241129	8725574
1	Proximal	2001	16	59.1	1131	1915556	7414559
1	Proximal	2001	17	68.3	900	1318613	4900234
1	Proximal	2001	18	86.9	950	1093854	4259173
1	Proximal	2002	0	0.0	0	1155177	3794901
1	Proximal	2002	1	0.0	0	4501200	15191619
1	Proximal	2002	2	0.0	0	5817114	19919840
1	Proximal	2002	3	0.0	1	6150915	20056779
1	Proximal	2002	4	0.1	3	5770911	19819518
1	Proximal	2002	5	0.1	3	5762504	18257225
1	Proximal	2002	6	0.1	8	5471944	17722067
1	Proximal	2002	7	0.4	26	6047363	19511370
1	Proximal	2002	8	0.7000000000000001	42	6261179	22179956
1	Proximal	2002	9	1.1	78	6439153	22479229
1	Proximal	2002	10	2.3	131	5903564	19805793
1	Proximal	2002	11	4.7	234	5140748	17224359
1	Proximal	2002	12	8.1	332	4094161	13307234
1	Proximal	2002	13	15.0	453	3027382	10654272
1	Proximal	2002	14	25.1	622	2470774	9409940
1	Proximal	2002	15	41.9	931	2223927	8725574
1	Proximal	2002	16	56.6	1085	1914270	7414559
1	Proximal	2002	17	75.2	1027	1364730	4900234
1	Proximal	2002	18	81.5	908	1112959	4259173
1	Proximal	2003	0	0.0	0	1167353	3794901
1	Proximal	2003	1	0.0	0	4538931	15191619
1	Proximal	2003	2	0.0	0	5723028	19919840
1	Proximal	2003	3	0.0	1	6218900	20056779
1	Proximal	2003	4	0.0	1	5836843	19819518
1	Proximal	2003	5	0.0	4	5843252	18257225
1	Proximal	2003	6	0.2	9	5486864	17722067
1	Proximal	2003	7	0.4	21	5983870	19511370
1	Proximal	2003	8	0.6000000000000001	41	6145730	22179956
1	Proximal	2003	9	1.0	68	6454280	22479229
1	Proximal	2003	10	2.0	118	6040156	19805793
1	Proximal	2003	11	5.1	267	5240686	17224359
1	Proximal	2003	12	8.6	370	4283589	13307234
1	Proximal	2003	13	14.5	463	3198860	10654272
1	Proximal	2003	14	24.2	613	2524001	9409940
1	Proximal	2003	15	38.8	857	2206943	8725574
1	Proximal	2003	16	57.2	1093	1914009	7414559
1	Proximal	2003	17	71.0	992	1397935	4900234
1	Proximal	2003	18	75.5	862	1142624	4259173
1	Proximal	2004	0	0.0	0	1172686	3794901
1	Proximal	2004	1	0.0	0	4583485	15191619
1	Proximal	2004	2	0.0	0	5643903	19919840
1	Proximal	2004	3	0.0	2	6231354	20056779
1	Proximal	2004	4	0.1	4	5936630	19819518
1	Proximal	2004	5	0.1	10	5909181	18257225
1	Proximal	2004	6	0.30000000000000004	10	5573085	17722067
1	Proximal	2004	7	0.30000000000000004	16	5884695	19511370
1	Proximal	2004	8	0.5	32	6049887	22179956
1	Proximal	2004	9	0.9	68	6477140	22479229
1	Proximal	2004	10	2.4	144	6131734	19805793
1	Proximal	2004	11	5.1000000000000005	270	5368022	17224359
1	Proximal	2004	12	8.2	364	4494532	13307234
1	Proximal	2004	13	14.3	475	3332349	10654272
1	Proximal	2004	14	24.599999999999998	636	2583068	9409940
1	Proximal	2004	15	38.199999999999996	837	2189003	8725574
1	Proximal	2004	16	53.7	1022	1898091	7414559
1	Proximal	2004	17	70.9	1015	1432237	4900234
1	Proximal	2004	18	70.0	816	1164503	4259173
1	Proximal	2005	0	0.0	0	1136051	3794901
1	Proximal	2005	1	0.0	0	4486608	15191619
1	Proximal	2005	2	0.0	0	5429324	19919840
1	Proximal	2005	3	0.0	1	6007382	20056779
1	Proximal	2005	4	0.1	7	5889330	19819518
1	Proximal	2005	5	0.0	5	5736685	18257225
1	Proximal	2005	6	0.2	14	5527856	17722067
1	Proximal	2005	7	0.30000000000000004	20	5591393	19511370
1	Proximal	2005	8	0.7000000000000001	47	5883370	22179956
1	Proximal	2005	9	1.3	86	6249039	22479229
1	Proximal	2005	10	2.5	149	6057136	19805793
1	Proximal	2005	11	5.8	306	5343760	17224359
1	Proximal	2005	12	9.1	422	4600833	13307234
1	Proximal	2005	13	16.0	538	3350764	10654272
1	Proximal	2005	14	24.900000000000002	637	2561897	9409940
1	Proximal	2005	15	39.7	843	2124936	8725574
1	Proximal	2005	16	54.300000000000004	1001	1842131	7414559
1	Proximal	2005	17	71.0	1006	1415603	4900234
1	Proximal	2005	18	80.8	954	1180301	4259173
1	Proximal	2006	0	0.0	0	1160852	3794901
1	Proximal	2006	1	0.0	0	4583974	15191619
1	Proximal	2006	2	0.0	0	5572891	19919840
1	Proximal	2006	3	0.0	1	6086664	20056779
1	Proximal	2006	4	0.0	3	6154466	19819518
1	Proximal	2006	5	0.2	6	5890891	18257225
1	Proximal	2006	6	0.1	10	5818474	17722067
1	Proximal	2006	7	0.2	13	5580486	19511370
1	Proximal	2006	8	0.6000000000000001	38	6044427	22179956
1	Proximal	2006	9	1.5	92	6297825	22479229
1	Proximal	2006	10	2.3	141	6285693	19805793
1	Proximal	2006	11	5.2	289	5623573	17224359
1	Proximal	2006	12	8.2	402	4946510	13307234
1	Proximal	2006	13	15.0	536	3559967	10654272
1	Proximal	2006	14	26.599999999999998	722	2703241	9409940
1	Proximal	2006	15	39.9	874	2192274	8725574
1	Proximal	2006	16	56.4	1065	1885792	7414559
1	Proximal	2006	17	67.1	977	1455580	4900234
1	Proximal	2006	18	71.5	898	1255977	4259173
1	Proximal	2007	0	0.0	0	1196660	3794901
1	Proximal	2007	1	0.0	0	4594421	15191619
1	Proximal	2007	2	0.0	0	5597032	19919840
1	Proximal	2007	3	0.0	1	6014342	20056779
1	Proximal	2007	4	0.0	1	6248052	19819518
1	Proximal	2007	5	0.1	8	5901284	18257225
1	Proximal	2007	6	0.2	10	5922782	17722067
1	Proximal	2007	7	0.5	23	5536657	19511370
1	Proximal	2007	8	0.7	41	6031588	22179956
1	Proximal	2007	9	1.4000000000000001	89	6174095	22479229
1	Proximal	2007	10	2.0	125	6312614	19805793
1	Proximal	2007	11	5.8	332	5783821	17224359
1	Proximal	2007	12	8.5	425	4958293	13307234
1	Proximal	2007	13	14.4	551	3871309	10654272
1	Proximal	2007	14	27.900000000000002	783	2810970	9409940
1	Proximal	2007	15	40.1	887	2213562	8725574
1	Proximal	2007	16	52.0	976	1875483	7414559
1	Proximal	2007	17	65.3	955	1461775	4900234
1	Proximal	2007	18	67.8	886	1305936	4259173
1	Proximal	2008	0	0.0	0	1195094	3794901
1	Proximal	2008	1	0.0	0	4637301	15191619
1	Proximal	2008	2	0.0	0	5656971	19919840
1	Proximal	2008	3	0.0	1	5958739	20056779
1	Proximal	2008	4	0.0	4	6304058	19819518
1	Proximal	2008	5	0.2	8	5936553	18257225
1	Proximal	2008	6	0.1	8	6016049	17722067
1	Proximal	2008	7	0.2	18	5570024	19511370
1	Proximal	2008	8	0.7	48	5979214	22179956
1	Proximal	2008	9	1.1	74	6066838	22479229
1	Proximal	2008	10	2.3	142	6327512	19805793
1	Proximal	2008	11	5.4	317	5925371	17224359
1	Proximal	2008	12	8.5	431	5065472	13307234
1	Proximal	2008	13	13.8	558	4055528	10654272
1	Proximal	2008	14	26.9	802	2977431	9409940
1	Proximal	2008	15	41.6	941	2262028	8725574
1	Proximal	2008	16	55.7	1040	1864482	7414559
1	Proximal	2008	17	67.5	990	1467035	4900234
1	Proximal	2008	18	74.8	1011	1353083	4259173
1	Proximal	2009	0	0.0	0	1146548	3794901
1	Proximal	2009	1	0.0	0	4664913	15191619
1	Proximal	2009	2	0.0	0	5739367	19919840
1	Proximal	2009	3	0.0	0	5925524	20056779
1	Proximal	2009	4	0.1	5	6310686	19819518
1	Proximal	2009	5	0.1	8	6010909	18257225
1	Proximal	2009	6	0.2	15	6059001	17722067
1	Proximal	2009	7	0.4	26	5662291	19511370
1	Proximal	2009	8	0.6000000000000001	34	5891266	22179956
1	Proximal	2009	9	1.4	77	5973354	22479229
1	Proximal	2009	10	2.6	167	6352974	19805793
1	Proximal	2009	11	6.1000000000000005	359	6026377	17224359
1	Proximal	2009	12	7.9	417	5202748	13307234
1	Proximal	2009	13	14.7	626	4273752	10654272
1	Proximal	2009	14	23.4	728	3114864	9409940
1	Proximal	2009	15	37.7	874	2321944	8725574
1	Proximal	2009	16	52.3	972	1858583	7414559
1	Proximal	2009	17	64.6	946	1465380	4900234
1	Proximal	2009	18	66.4	930	1402232	4259173
1	Proximal	2010	0	0.0	0	1133096	3794901
1	Proximal	2010	1	0.0	0	4657004	15191619
1	Proximal	2010	2	0.0	0	5796285	19919840
1	Proximal	2010	3	0.0	1	5915019	20056779
1	Proximal	2010	4	0.1	5	6255772	19819518
1	Proximal	2010	5	0.1	9	6113218	18257225
1	Proximal	2010	6	0.1	14	6059938	17722067
1	Proximal	2010	7	0.5	27	5782020	19511370
1	Proximal	2010	8	0.7000000000000001	36	5768546	22179956
1	Proximal	2010	9	1.6	91	5971942	22479229
1	Proximal	2010	10	2.4	151	6304576	19805793
1	Proximal	2010	11	5.3	324	6133641	17224359
1	Proximal	2010	12	7.9	426	5351059	13307234
1	Proximal	2010	13	13.0	584	4511342	10654272
1	Proximal	2010	14	22.0	713	3239597	9409940
1	Proximal	2010	15	36.3	866	2378879	8725574
1	Proximal	2010	16	47.6	887	1864112	7414559
1	Proximal	2010	17	58.2	859	1473432	4900234
1	Proximal	2010	18	62.2	901	1451061	4259173
1	Proximal	2011	0	0.0	0	1143721	3794901
1	Proximal	2011	1	0.0	0	4637626	15191619
1	Proximal	2011	2	0.0	0	5803527	19919840
1	Proximal	2011	3	0.1	6	5906423	20056779
1	Proximal	2011	4	0.1	6	6147140	19819518
1	Proximal	2011	5	0.1	13	6278343	18257225
1	Proximal	2011	6	0.30000000000000004	18	6100594	17722067
1	Proximal	2011	7	0.5	26	5904792	19511370
1	Proximal	2011	8	0.7000000000000001	45	5649994	22179956
1	Proximal	2011	9	1.3	82	6014260	22479229
1	Proximal	2011	10	2.1	136	6199093	19805793
1	Proximal	2011	11	5.6000000000000005	350	6197603	17224359
1	Proximal	2011	12	7.5	414	5490930	13307234
1	Proximal	2011	13	12.200000000000001	579	4725529	10654272
1	Proximal	2011	14	21.5	721	3357206	9409940
1	Proximal	2011	15	34.3	843	2453900	8725574
1	Proximal	2011	16	44.4	836	1882410	7414559
1	Proximal	2011	17	57.1	845	1478784	4900234
1	Proximal	2011	18	59.199999999999996	884	1492601	4259173
1	Proximal	2012	0	0.0	0	1125580	3794901
1	Proximal	2012	1	0.0	0	4608080	15191619
1	Proximal	2012	2	0.0	0	5847889	19919840
1	Proximal	2012	3	0.1	3	5874869	20056779
1	Proximal	2012	4	0.2	12	6060994	19819518
1	Proximal	2012	5	0.3	19	6408605	18257225
1	Proximal	2012	6	0.4	27	6127510	17722067
1	Proximal	2012	7	0.6	37	6016053	19511370
1	Proximal	2012	8	0.8	42	5630605	22179956
1	Proximal	2012	9	1.4000000000000001	88	6014087	22479229
1	Proximal	2012	10	2.5	154	6094314	19805793
1	Proximal	2012	11	5.6	348	6215561	17224359
1	Proximal	2012	12	8.0	450	5643839	13307234
1	Proximal	2012	13	12.0	568	4739343	10654272
1	Proximal	2012	14	21.7	792	3650502	9409940
1	Proximal	2012	15	33.300000000000004	853	2559558	8725574
1	Proximal	2012	16	45.9	876	1908761	7414559
1	Proximal	2012	17	56.699999999999996	839	1480034	4900234
1	Proximal	2012	18	57.2	880	1537597	4259173
1	Proximal	2013	0	0.0	0	1126675	3794901
1	Proximal	2013	1	0.0	0	4565554	15191619
1	Proximal	2013	2	0.0	2	5879676	19919840
1	Proximal	2013	3	0.1	7	5861317	20056779
