Stage	Tumor Location	Year of Diagnosis	Age Group	Age-Adjusted Rate	Count	Population	Std Pop
3	Distal	2012	3	0.0	0	5874869	20056779
3	Distal	2012	4	0.0	1	6060994	19819518
3	Distal	2012	5	0.1	8	6408605	18257225
3	Distal	2012	6	0.4	30	6127510	17722067
3	Distal	2012	7	0.7000000000000001	42	6016053	19511370
3	Distal	2012	8	1.7	100	5630605	22179956
3	Distal	2012	9	2.6	162	6014087	22479229
3	Distal	2012	10	5.3999999999999995	325	6094314	19805793
3	Distal	2012	11	7.2	448	6215561	17224359
3	Distal	2012	12	8.5	480	5643839	13307234
3	Distal	2012	13	11.3	536	4739343	10654272
3	Distal	2012	14	14.1	517	3650502	9409940
3	Distal	2012	15	14.8	377	2559558	8725574
3	Distal	2012	16	18.3	351	1908761	7414559
3	Distal	2012	17	19.7	290	1480034	4900234
3	Distal	2012	18	18.0	276	1537597	4259173
3	Distal	2013	0	0.0	0	1126675	3794901
3	Distal	2013	1	0.0	0	4565554	15191619
3	Distal	2013	2	0.0	0	5879676	19919840
3	Distal	2013	3	0.0	2	5861317	20056779
3	Distal	2013	4	0.0	2	5993951	19819518
3	Distal	2013	5	0.0	7	6473639	18257225
3	Distal	2013	6	0.4	26	6185941	17722067
3	Distal	2013	7	1.0	61	6117944	19511370
3	Distal	2013	8	1.9	106	5664590	22179956
3	Distal	2013	9	3.1	181	5966637	22479229
3	Distal	2013	10	5.5	324	5991529	19805793
3	Distal	2013	11	8.0	499	6226744	17224359
3	Distal	2013	12	9.7	562	5764512	13307234
3	Distal	2013	13	11.1	542	4831089	10654272
3	Distal	2013	14	12.8	492	3824462	9409940
3	Distal	2013	15	14.9	404	2714071	8725574
3	Distal	2013	16	17.0	333	1957895	7414559
3	Distal	2013	17	17.4	257	1478534	4900234
3	Distal	2013	18	16.7	263	1572939	4259173
3	Distal	2014	0	0.0	0	1127848	3794901
3	Distal	2014	1	0.0	0	4563759	15191619
3	Distal	2014	2	0.0	0	5859917	19919840
3	Distal	2014	3	0.0	0	5860705	20056779
3	Distal	2014	4	0.0	0	5941025	19819518
3	Distal	2014	5	0.2	12	6496974	18257225
3	Distal	2014	6	0.4	29	6311163	17722067
3	Distal	2014	7	1.2	72	6191431	19511370
3	Distal	2014	8	1.8	99	5736799	22179956
3	Distal	2014	9	3.1	180	5881834	22479229
3	Distal	2014	10	5.2	311	5916489	19805793
3	Distal	2014	11	7.3	454	6235869	17224359
3	Distal	2014	12	9.4	553	5850304	13307234
3	Distal	2014	13	12.6	628	4955482	10654272
3	Distal	2014	14	13.6	548	4014338	9409940
3	Distal	2014	15	15.5	441	2838658	8725574
3	Distal	2014	16	17.0	346	2019235	7414559
3	Distal	2014	17	18.6	275	1478454	4900234
3	Distal	2014	18	16.9	273	1607353	4259173
3	Proximal	2000	0	0.0	0	1123953	3794901
3	Proximal	2000	1	0.0	0	4493645	15191619
3	Proximal	2000	2	0.0	0	6014762	19919840
3	Proximal	2000	3	0.0	0	5906367	20056779
3	Proximal	2000	4	0.0	0	5686059	19819518
3	Proximal	2000	5	0.0	1	5432644	18257225
3	Proximal	2000	6	0.1	8	5623783	17722067
3	Proximal	2000	7	0.1	13	6010662	19511370
3	Proximal	2000	8	0.6000000000000001	33	6472872	22179956
3	Proximal	2000	9	1.4	82	6317668	22479229
3	Proximal	2000	10	1.9000000000000001	104	5600622	19805793
3	Proximal	2000	11	3.9	188	4887550	17224359
3	Proximal	2000	12	6.3	227	3642175	13307234
3	Proximal	2000	13	10.0	282	2835963	10654272
3	Proximal	2000	14	12.8	310	2438122	9409940
3	Proximal	2000	15	19.599999999999998	442	2250088	8725574
3	Proximal	2000	16	21.5	412	1912863	7414559
3	Proximal	2000	17	28.9	367	1271099	4900234
3	Proximal	2000	18	30.1	323	1075916	4259173
3	Proximal	2001	0	0.0	0	1173129	3794901
3	Proximal	2001	1	0.0	0	4461077	15191619
3	Proximal	2001	2	0.0	0	5921466	19919840
3	Proximal	2001	3	0.0	2	6039438	20056779
3	Proximal	2001	4	0.0	2	5724743	19819518
3	Proximal	2001	5	0.0	2	5625901	18257225
3	Proximal	2001	6	0.0	5	5510211	17722067
3	Proximal	2001	7	0.1	10	6053687	19511370
3	Proximal	2001	8	0.8	50	6381699	22179956
3	Proximal	2001	9	1.0	70	6406429	22479229
3	Proximal	2001	10	2.0	122	5741721	19805793
3	Proximal	2001	11	4.0	205	5125958	17224359
3	Proximal	2001	12	5.5	203	3770621	13307234
3	Proximal	2001	13	10.4	303	2914101	10654272
3	Proximal	2001	14	13.4	327	2448484	9409940
3	Proximal	2001	15	17.7	396	2241129	8725574
3	Proximal	2001	16	21.5	411	1915556	7414559
3	Proximal	2001	17	30.1	397	1318613	4900234
3	Proximal	2001	18	30.1	329	1093854	4259173
3	Proximal	2002	0	0.0	0	1155177	3794901
3	Proximal	2002	1	0.0	0	4501200	15191619
3	Proximal	2002	2	0.0	0	5817114	19919840
3	Proximal	2002	3	0.0	0	6150915	20056779
3	Proximal	2002	4	0.0	3	5770911	19819518
3	Proximal	2002	5	0.1	5	5762504	18257225
3	Proximal	2002	6	0.2	10	5471944	17722067
3	Proximal	2002	7	0.2	18	6047363	19511370
3	Proximal	2002	8	0.5	34	6261179	22179956
3	Proximal	2002	9	1.0	65	6439153	22479229
3	Proximal	2002	10	2.2	130	5903564	19805793
3	Proximal	2002	11	4.0	206	5140748	17224359
3	Proximal	2002	12	6.0	245	4094161	13307234
3	Proximal	2002	13	9.3	284	3027382	10654272
3	Proximal	2002	14	12.1	304	2470774	9409940
3	Proximal	2002	15	16.2	361	2223927	8725574
3	Proximal	2002	16	22.8	436	1914270	7414559
3	Proximal	2002	17	29.1	396	1364730	4900234
3	Proximal	2002	18	30.3	338	1112959	4259173
3	Proximal	2003	0	0.0	0	1167353	3794901
3	Proximal	2003	1	0.0	0	4538931	15191619
3	Proximal	2003	2	0.0	0	5723028	19919840
3	Proximal	2003	3	0.0	0	6218900	20056779
3	Proximal	2003	4	0.0	2	5836843	19819518
3	Proximal	2003	5	0.0	3	5843252	18257225
3	Proximal	2003	6	0.1	9	5486864	17722067
3	Proximal	2003	7	0.30000000000000004	23	5983870	19511370
3	Proximal	2003	8	0.4	24	6145730	22179956
3	Proximal	2003	9	1.3	79	6454280	22479229
3	Proximal	2003	10	2.3	134	6040156	19805793
3	Proximal	2003	11	4.0	210	5240686	17224359
3	Proximal	2003	12	6.1	261	4283589	13307234
3	Proximal	2003	13	8.3	266	3198860	10654272
3	Proximal	2003	14	14.3	361	2524001	9409940
3	Proximal	2003	15	15.5	342	2206943	8725574
3	Proximal	2003	16	22.7	437	1914009	7414559
3	Proximal	2003	17	25.8	361	1397935	4900234
3	Proximal	2003	18	26.7	304	1142624	4259173
3	Proximal	2004	0	0.0	0	1172686	3794901
3	Proximal	2004	1	0.0	0	4583485	15191619
3	Proximal	2004	2	0.0	0	5643903	19919840
3	Proximal	2004	3	0.0	0	6231354	20056779
3	Proximal	2004	4	0.0	2	5936630	19819518
3	Proximal	2004	5	0.0	6	5909181	18257225
3	Proximal	2004	6	0.0	5	5573085	17722067
3	Proximal	2004	7	0.5	18	5884695	19511370
3	Proximal	2004	8	0.6000000000000001	35	6049887	22179956
3	Proximal	2004	9	0.9	63	6477140	22479229
3	Proximal	2004	10	2.4	142	6131734	19805793
3	Proximal	2004	11	3.7	199	5368022	17224359
3	Proximal	2004	12	6.3	279	4494532	13307234
3	Proximal	2004	13	9.4	315	3332349	10654272
3	Proximal	2004	14	12.5	320	2583068	9409940
3	Proximal	2004	15	17.9	391	2189003	8725574
3	Proximal	2004	16	21.1	401	1898091	7414559
3	Proximal	2004	17	27.2	390	1432237	4900234
3	Proximal	2004	18	29.1	340	1164503	4259173
3	Proximal	2005	0	0.0	0	1136051	3794901
3	Proximal	2005	1	0.0	0	4486608	15191619
3	Proximal	2005	2	0.0	0	5429324	19919840
3	Proximal	2005	3	0.0	2	6007382	20056779
3	Proximal	2005	4	0.0	3	5889330	19819518
3	Proximal	2005	5	0.0	2	5736685	18257225
3	Proximal	2005	6	0.1	10	5527856	17722067
3	Proximal	2005	7	0.30000000000000004	22	5591393	19511370
3	Proximal	2005	8	0.5	34	5883370	22179956
3	Proximal	2005	9	1.4	87	6249039	22479229
3	Proximal	2005	10	2.2	134	6057136	19805793
3	Proximal	2005	11	4.5	236	5343760	17224359
3	Proximal	2005	12	6.0	278	4600833	13307234
3	Proximal	2005	13	10.200000000000001	346	3350764	10654272
3	Proximal	2005	14	12.3	316	2561897	9409940
3	Proximal	2005	15	16.4	349	2124936	8725574
3	Proximal	2005	16	19.9	366	1842131	7414559
3	Proximal	2005	17	23.8	335	1415603	4900234
3	Proximal	2005	18	25.4	300	1180301	4259173
3	Proximal	2006	0	0.0	0	1160852	3794901
3	Proximal	2006	1	0.0	0	4583974	15191619
3	Proximal	2006	2	0.0	0	5572891	19919840
3	Proximal	2006	3	0.0	1	6086664	20056779
3	Proximal	2006	4	0.0	2	6154466	19819518
3	Proximal	2006	5	0.0	3	5890891	18257225
3	Proximal	2006	6	0.2	10	5818474	17722067
3	Proximal	2006	7	0.4	19	5580486	19511370
3	Proximal	2006	8	0.8	45	6044427	22179956
3	Proximal	2006	9	1.2	78	6297825	22479229
3	Proximal	2006	10	2.0	126	6285693	19805793
3	Proximal	2006	11	4.1	230	5623573	17224359
3	Proximal	2006	12	5.6	276	4946510	13307234
3	Proximal	2006	13	8.799999999999999	311	3559967	10654272
3	Proximal	2006	14	12.700000000000001	345	2703241	9409940
3	Proximal	2006	15	17.0	372	2192274	8725574
3	Proximal	2006	16	20.3	385	1885792	7414559
3	Proximal	2006	17	23.7	345	1455580	4900234
3	Proximal	2006	18	29.1	366	1255977	4259173
3	Proximal	2007	0	0.0	0	1196660	3794901
3	Proximal	2007	1	0.0	0	4594421	15191619
3	Proximal	2007	2	0.0	0	5597032	19919840
3	Proximal	2007	3	0.0	0	6014342	20056779
3	Proximal	2007	4	0.0	1	6248052	19819518
3	Proximal	2007	5	0.0	2	5901284	18257225
3	Proximal	2007	6	0.0	3	5922782	17722067
3	Proximal	2007	7	0.2	17	5536657	19511370
3	Proximal	2007	8	0.4	33	6031588	22179956
3	Proximal	2007	9	1.5	87	6174095	22479229
3	Proximal	2007	10	2.4	150	6312614	19805793
3	Proximal	2007	11	3.7	214	5783821	17224359
3	Proximal	2007	12	5.5	278	4958293	13307234
3	Proximal	2007	13	8.2	315	3871309	10654272
3	Proximal	2007	14	11.799999999999999	331	2810970	9409940
3	Proximal	2007	15	16.3	361	2213562	8725574
3	Proximal	2007	16	19.6	368	1875483	7414559
3	Proximal	2007	17	22.6	331	1461775	4900234
3	Proximal	2007	18	26.4	345	1305936	4259173
3	Proximal	2008	0	0.0	0	1195094	3794901
3	Proximal	2008	1	0.0	0	4637301	15191619
3	Proximal	2008	2	0.0	0	5656971	19919840
3	Proximal	2008	3	0.0	0	5958739	20056779
3	Proximal	2008	4	0.0	5	6304058	19819518
3	Proximal	2008	5	0.0	1	5936553	18257225
3	Proximal	2008	6	0.0	5	6016049	17722067
3	Proximal	2008	7	0.30000000000000004	19	5570024	19511370
3	Proximal	2008	8	0.6000000000000001	38	5979214	22179956
3	Proximal	2008	9	1.3	82	6066838	22479229
3	Proximal	2008	10	2.4	151	6327512	19805793
3	Proximal	2008	11	3.7	217	5925371	17224359
3	Proximal	2008	12	6.3	323	5065472	13307234
3	Proximal	2008	13	8.5	343	4055528	10654272
3	Proximal	2008	14	11.4	342	2977431	9409940
3	Proximal	2008	15	16.1	364	2262028	8725574
3	Proximal	2008	16	19.8	367	1864482	7414559
3	Proximal	2008	17	25.3	371	1467035	4900234
3	Proximal	2008	18	27.3	368	1353083	4259173
3	Proximal	2009	0	0.0	0	1146548	3794901
3	Proximal	2009	1	0.0	0	4664913	15191619
3	Proximal	2009	2	0.0	0	5739367	19919840
3	Proximal	2009	3	0.0	0	5925524	20056779
3	Proximal	2009	4	0.0	2	6310686	19819518
3	Proximal	2009	5	0.0	3	6010909	18257225
3	Proximal	2009	6	0.1	7	6059001	17722067
3	Proximal	2009	7	0.4	22	5662291	19511370
3	Proximal	2009	8	0.7000000000000001	42	5891266	22179956
3	Proximal	2009	9	1.4	80	5973354	22479229
3	Proximal	2009	10	2.5	168	6352974	19805793
3	Proximal	2009	11	4.0	240	6026377	17224359
3	Proximal	2009	12	6.0	312	5202748	13307234
3	Proximal	2009	13	8.1	342	4273752	10654272
3	Proximal	2009	14	10.700000000000001	334	3114864	9409940
3	Proximal	2009	15	15.200000000000001	350	2321944	8725574
3	Proximal	2009	16	20.0	371	1858583	7414559
3	Proximal	2009	17	21.9	321	1465380	4900234
3	Proximal	2009	18	26.7	375	1402232	4259173
3	Proximal	2010	0	0.0	0	1133096	3794901
3	Proximal	2010	1	0.0	0	4657004	15191619
3	Proximal	2010	2	0.0	0	5796285	19919840
3	Proximal	2010	3	0.0	0	5915019	20056779
3	Proximal	2010	4	0.0	1	6255772	19819518
3	Proximal	2010	5	0.0	2	6113218	18257225
3	Proximal	2010	6	0.0	5	6059938	17722067
3	Proximal	2010	7	0.30000000000000004	20	5782020	19511370
3	Proximal	2010	8	0.6000000000000001	32	5768546	22179956
3	Proximal	2010	9	1.3	75	5971942	22479229
3	Proximal	2010	10	2.8000000000000003	176	6304576	19805793
3	Proximal	2010	11	3.8	235	6133641	17224359
3	Proximal	2010	12	5.7	308	5351059	13307234
3	Proximal	2010	13	8.2	374	4511342	10654272
3	Proximal	2010	14	11.100000000000001	359	3239597	9409940
3	Proximal	2010	15	15.4	367	2378879	8725574
3	Proximal	2010	16	17.0	319	1864112	7414559
3	Proximal	2010	17	22.0	324	1473432	4900234
3	Proximal	2010	18	26.0	378	1451061	4259173
3	Proximal	2011	0	0.0	0	1143721	3794901
3	Proximal	2011	1	0.0	0	4637626	15191619
3	Proximal	2011	2	0.0	0	5803527	19919840
3	Proximal	2011	3	0.0	0	5906423	20056779
3	Proximal	2011	4	0.0	0	6147140	19819518
3	Proximal	2011	5	0.1	7	6278343	18257225
3	Proximal	2011	6	0.2	15	6100594	17722067
3	Proximal	2011	7	0.5	24	5904792	19511370
3	Proximal	2011	8	0.7000000000000001	40	5649994	22179956
3	Proximal	2011	9	0.9	62	6014260	22479229
3	Proximal	2011	10	2.4	157	6199093	19805793
3	Proximal	2011	11	3.7	232	6197603	17224359
3	Proximal	2011	12	5.4	291	5490930	13307234
3	Proximal	2011	13	8.2	384	4725529	10654272
3	Proximal	2011	14	10.3	347	3357206	9409940
3	Proximal	2011	15	14.0	342	2453900	8725574
3	Proximal	2011	16	17.6	332	1882410	7414559
3	Proximal	2011	17	22.5	334	1478784	4900234
3	Proximal	2011	18	25.900000000000002	386	1492601	4259173
3	Proximal	2012	0	0.0	0	1125580	3794901
3	Proximal	2012	1	0.0	0	4608080	15191619
3	Proximal	2012	2	0.0	0	5847889	19919840
3	Proximal	2012	3	0.0	0	5874869	20056779
3	Proximal	2012	4	0.0	0	6060994	19819518
3	Proximal	2012	5	0.1	10	6408605	18257225
3	Proximal	2012	6	0.2	12	6127510	17722067
3	Proximal	2012	7	0.4	27	6016053	19511370
3	Proximal	2012	8	0.7000000000000001	44	5630605	22179956
3	Proximal	2012	9	1.2	77	6014087	22479229
3	Proximal	2012	10	2.1	137	6094314	19805793
3	Proximal	2012	11	4.4	273	6215561	17224359
3	Proximal	2012	12	5.2	295	5643839	13307234
3	Proximal	2012	13	8.1	382	4739343	10654272
3	Proximal	2012	14	10.4	381	3650502	9409940
3	Proximal	2012	15	13.9	355	2559558	8725574
3	Proximal	2012	16	16.7	319	1908761	7414559
3	Proximal	2012	17	19.9	295	1480034	4900234
3	Proximal	2012	18	23.7	366	1537597	4259173
3	Proximal	2013	0	0.0	0	1126675	3794901
3	Proximal	2013	1	0.0	0	4565554	15191619
3	Proximal	2013	2	0.0	0	5879676	19919840
3	Proximal	2013	3	0.0	1	5861317	20056779
3	Proximal	2013	4	0.0	2	5993951	19819518
3	Proximal	2013	5	0.0	2	6473639	18257225
3	Proximal	2013	6	0.1	13	6185941	17722067
3	Proximal	2013	7	0.1	17	6117944	19511370
3	Proximal	2013	8	0.9	50	5664590	22179956
3	Proximal	2013	9	1.7	95	5966637	22479229
3	Proximal	2013	10	2.8000000000000003	165	5991529	19805793
3	Proximal	2013	11	3.6	228	6226744	17224359
3	Proximal	2013	12	5.9	333	5764512	13307234
3	Proximal	2013	13	7.0	334	4831089	10654272
3	Proximal	2013	14	9.4	358	3824462	9409940
3	Proximal	2013	15	13.1	354	2714071	8725574
3	Proximal	2013	16	16.4	323	1957895	7414559
3	Proximal	2013	17	20.6	307	1478534	4900234
3	Proximal	2013	18	22.599999999999998	354	1572939	4259173
3	Proximal	2014	0	0.0	0	1127848	3794901
3	Proximal	2014	1	0.0	0	4563759	15191619
3	Proximal	2014	2	0.0	0	5859917	19919840
3	Proximal	2014	3	0.0	0	5860705	20056779
3	Proximal	2014	4	0.0	2	5941025	19819518
3	Proximal	2014	5	0.0	1	6496974	18257225
3	Proximal	2014	6	0.30000000000000004	15	6311163	17722067
3	Proximal	2014	7	0.6000000000000001	34	6191431	19511370
3	Proximal	2014	8	0.8	40	5736799	22179956
3	Proximal	2014	9	1.6	88	5881834	22479229
3	Proximal	2014	10	2.8000000000000003	164	5916489	19805793
3	Proximal	2014	11	3.9	242	6235869	17224359
3	Proximal	2014	12	6.0	347	5850304	13307234
3	Proximal	2014	13	7.5	373	4955482	10654272
3	Proximal	2014	14	9.700000000000001	392	4014338	9409940
3	Proximal	2014	15	12.9	365	2838658	8725574
3	Proximal	2014	16	15.9	322	2019235	7414559
3	Proximal	2014	17	21.2	313	1478454	4900234
3	Proximal	2014	18	22.9	368	1607353	4259173
